,InstituteId,Institution,Course
864,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]",Robotics and Automation [RA]
866,E146,"Shreedevi Institute of Technology  Kenjar, Mangalore [E146]",Aeronautical Engineering [AE]
865,E146,"Shreedevi Institute of Technology  Kenjar, Mangalore [E146]",Artificial Intelligence And Data Science [AD]
868,E146,"Shreedevi Institute of Technology  Kenjar, Mangalore [E146]",Civil Engineering [CE]
867,E146,"Shreedevi Institute of Technology  Kenjar, Mangalore [E146]","Computer Science Engineering-AI, Machine Learning [CA]"
869,E146,"Shreedevi Institute of Technology  Kenjar, Mangalore [E146]",Computers Science And Engineering [CS]
870,E146,"Shreedevi Institute of Technology  Kenjar, Mangalore [E146]",Electronics and Communication Engineering [EC]
871,E146,"Shreedevi Institute of Technology  Kenjar, Mangalore [E146]",Information Science and Engineering [IE]
872,E146,"Shreedevi Institute of Technology  Kenjar, Mangalore [E146]",Mechanical Engineering [ME]
873,E147,T.John Engineering College  Bangalore [E147],Artificial Intelligence and Machine Learning [AI]
877,E147,T.John Engineering College  Bangalore [E147],"CS-Internet of things,Cyber Security(Block Chain) [IC]"
874,E147,T.John Engineering College  Bangalore [E147],Computers Science And Engineering [CS]
875,E147,T.John Engineering College  Bangalore [E147],Data Sciences [DC]
876,E147,T.John Engineering College  Bangalore [E147],Electronics and Communication Engineering [EC]
878,E147,T.John Engineering College  Bangalore [E147],Information Science and Engineering [IE]
879,E149,Cambridge Institutute of Technology  Bangalore [E149],Artificial Intelligence and Machine Learning [AI]
884,E149,Cambridge Institutute of Technology  Bangalore [E149],"CS-Internet of things,Cyber Security(Block Chain) [IC]"
880,E149,Cambridge Institutute of Technology  Bangalore [E149],Civil Engineering [CE]
881,E149,Cambridge Institutute of Technology  Bangalore [E149],Computers Science And Engineering [CS]
883,E149,Cambridge Institutute of Technology  Bangalore [E149],Electrical And Electronics Engineering [EE]
882,E149,Cambridge Institutute of Technology  Bangalore [E149],Electronics and Communication Engineering [EC]
885,E149,Cambridge Institutute of Technology  Bangalore [E149],Information Science and Engineering [IE]
886,E149,Cambridge Institutute of Technology  Bangalore [E149],Mechanical Engineering [ME]
887,E150,P E S Institute of Technology and Management  Shivamogga [E150],Artificial Intelligence and Machine Learning [AI]
889,E150,P E S Institute of Technology and Management  Shivamogga [E150],Civil Engineering [CE]
890,E150,P E S Institute of Technology and Management  Shivamogga [E150],Computer Engineering [CO]
892,E150,P E S Institute of Technology and Management  Shivamogga [E150],Computer Science Engineering-Data Sciences [DS]
888,E150,P E S Institute of Technology and Management  Shivamogga [E150],Computer Science and Design [CD]
891,E150,P E S Institute of Technology and Management  Shivamogga [E150],Computers Science And Engineering [CS]
894,E150,P E S Institute of Technology and Management  Shivamogga [E150],Electrical And Electronics Engineering [EE]
893,E150,P E S Institute of Technology and Management  Shivamogga [E150],Electronics and Communication Engineering [EC]
895,E150,P E S Institute of Technology and Management  Shivamogga [E150],Information Science and Engineering [IE]
896,E150,P E S Institute of Technology and Management  Shivamogga [E150],Mechanical Engineering [ME]
897,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]",Aeronautical Engineering [AE]
898,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]",Artificial Intelligence and Machine Learning [AI]
902,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]","CS-Internet of things,Cyber Security(Block Chain) [IC]"
899,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]","Computer Science Engineering-AI, Machine Learning [CA]"
900,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]",Computers Science And Engineering [CS]
901,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]",Electronics and Communication Engineering [EC]
903,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]",Information Science and Engineering [IE]
904,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]",Mechanical Engineering [ME]
905,E151,"Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K [E151]",Mechatronics [MT]
906,E152,"S D M Institute of Tech.  Ujire,Dakshina Kannada [E152]",Artificial Intelligence And Data Science [AD]
907,E152,"S D M Institute of Tech.  Ujire,Dakshina Kannada [E152]",Civil Engineering [CE]
908,E152,"S D M Institute of Tech.  Ujire,Dakshina Kannada [E152]",Computers Science And Engineering [CS]
910,E152,"S D M Institute of Tech.  Ujire,Dakshina Kannada [E152]",Electrical And Electronics Engineering [EE]
909,E152,"S D M Institute of Tech.  Ujire,Dakshina Kannada [E152]",Electronics and Communication Engineering [EC]
911,E152,"S D M Institute of Tech.  Ujire,Dakshina Kannada [E152]",Information Science and Engineering [IE]
916,E153,S E A College of Engineering and Technology  K R puram bangalore [E153],Agriculture Engineering [EA]
912,E153,S E A College of Engineering and Technology  K R puram bangalore [E153],Artificial Intelligence And Data Science [AD]
913,E153,S E A College of Engineering and Technology  K R puram bangalore [E153],Artificial Intelligence and Machine Learning [AI]
918,E153,S E A College of Engineering and Technology  K R puram bangalore [E153],"CS-Internet of things,Cyber Security(Block Chain) [IC]"
914,E153,S E A College of Engineering and Technology  K R puram bangalore [E153],Civil Engineering [CE]
915,E153,S E A College of Engineering and Technology  K R puram bangalore [E153],Computers Science And Engineering [CS]
917,E153,S E A College of Engineering and Technology  K R puram bangalore [E153],Electronics and Communication Engineering [EC]
919,E153,S E A College of Engineering and Technology  K R puram bangalore [E153],Information Science and Engineering [IE]
920,E153,S E A College of Engineering and Technology  K R puram bangalore [E153],Mechanical Engineering [ME]
921,E154,Government Engineering College  Chamarajanagara [E154],Civil Engineering [CE]
922,E154,Government Engineering College  Chamarajanagara [E154],Computers Science And Engineering [CS]
923,E154,Government Engineering College  Chamarajanagara [E154],Electronics and Communication Engineering [EC]
924,E154,Government Engineering College  Chamarajanagara [E154],Mechanical Engineering [ME]
925,E155,Government Engineering College  Hassan [E155],Civil Engineering [CE]
926,E155,Government Engineering College  Hassan [E155],Computers Science And Engineering [CS]
927,E155,Government Engineering College  Hassan [E155],Electronics and Communication Engineering [EC]
928,E155,Government Engineering College  Hassan [E155],Mechanical Engineering [ME]
929,E156,"Government Engineering College  K R Pet, Mandya DT. [E156]",Civil Engineering [CE]
930,E156,"Government Engineering College  K R Pet, Mandya DT. [E156]",Computers Science And Engineering [CS]
931,E156,"Government Engineering College  K R Pet, Mandya DT. [E156]",Electronics and Communication Engineering [EC]
932,E156,"Government Engineering College  K R Pet, Mandya DT. [E156]",Mechanical Engineering [ME]
933,E157,Government Engineering College  Ramanagara [E157],Civil Engineering [CE]
934,E157,Government Engineering College  Ramanagara [E157],Computers Science And Engineering [CS]
935,E157,Government Engineering College  Ramanagara [E157],Electronics and Communication Engineering [EC]
936,E157,Government Engineering College  Ramanagara [E157],Mechanical and Smart Manufacturing [MM]
945,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]","CS-Internet of things,Cyber Security(Block Chain) [IC]"
939,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Civil Engineering [CE]
941,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Computer Engineering [CO]
937,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]","Computer Science Engineering-AI, Machine Learning [CA]"
940,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Computer Science Engineering-Artificial Intel. [CF]
943,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Computer Science Engineering-Data Sciences [DS]
938,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Computer Science and Business Systems [CB]
942,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Computers Science And Engineering [CS]
944,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Electronics and Communication Engineering [EC]
946,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Information Science and Engineering [IE]
948,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Mechanical Engineering (Kannada Medium) [MK]
947,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Mechanical Engineering [ME]
949,E159,Karavali Institute of Technology  Mangalore [E159],Aeronautical Engineering [AE]
950,E159,Karavali Institute of Technology  Mangalore [E159],Artificial Intelligence and Machine Learning [AI]
952,E159,Karavali Institute of Technology  Mangalore [E159],Computer Science Engineering-Data Sciences [DS]
951,E159,Karavali Institute of Technology  Mangalore [E159],Computers Science And Engineering [CS]
953,E159,Karavali Institute of Technology  Mangalore [E159],Electronics and Communication Engineering [EC]
954,E159,Karavali Institute of Technology  Mangalore [E159],Mechanical Engineering [ME]
955,E160,Sahyadri College of Engg. and Management  Mangalore [E160],"Computer Science Engineering-AI, Machine Learning [CA]"
956,E160,Sahyadri College of Engg. and Management  Mangalore [E160],Computers Science And Engineering [CS]
957,E160,Sahyadri College of Engg. and Management  Mangalore [E160],Electronics and Communication Engineering [EC]
958,E160,Sahyadri College of Engg. and Management  Mangalore [E160],Information Science and Engineering [IE]
959,E160,Sahyadri College of Engg. and Management  Mangalore [E160],Mechanical Engineering [ME]
960,E160,Sahyadri College of Engg. and Management  Mangalore [E160],Robotics and Automation [RA]
961,E161,"Government Engineering College  Kushalnagar,Kodagu Dist [E161]",Civil Engineering [CE]
962,E161,"Government Engineering College  Kushalnagar,Kodagu Dist [E161]",Computers Science And Engineering [CS]
963,E161,"Government Engineering College  Kushalnagar,Kodagu Dist [E161]",Electronics and Communication Engineering [EC]
964,E161,"Government Engineering College  Kushalnagar,Kodagu Dist [E161]",Mechanical Engineering [ME]
965,E162,Government Engineering College  Raichur [E162],Civil Engineering [CE]
966,E162,Government Engineering College  Raichur [E162],Computers Science And Engineering [CS]
967,E162,Government Engineering College  Raichur [E162],Electronics and Communication Engineering [EC]
968,E162,Government Engineering College  Raichur [E162],Mechanical Engineering [ME]
969,E163,"Government Engineering College  Devagiri,Haveri [E163]",Civil Engineering [CE]
970,E163,"Government Engineering College  Devagiri,Haveri [E163]",Computers Science And Engineering [CS]
971,E163,"Government Engineering College  Devagiri,Haveri [E163]",Electronics and Communication Engineering [EC]
972,E163,"Government Engineering College  Devagiri,Haveri [E163]",Mechanical Engineering [ME]
973,E164,"Government Engineering College  Huvina Hadagali,Bellary Dist. [E164]",Civil Engineering [CE]
974,E164,"Government Engineering College  Huvina Hadagali,Bellary Dist. [E164]",Computers Science And Engineering [CS]
975,E164,"Government Engineering College  Huvina Hadagali,Bellary Dist. [E164]",Electronics and Communication Engineering [EC]
976,E164,"Government Engineering College  Huvina Hadagali,Bellary Dist. [E164]",Mechanical Engineering [ME]
977,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri [E165]",Artificial Intelligence and Machine Learning [AI]
981,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri [E165]","CS-Internet of things,Cyber Security(Block Chain) [IC]"
978,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri [E165]",Computers Science And Engineering [CS]
980,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri [E165]",Electrical And Electronics Engineering [EE]
979,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri [E165]",Electronics and Communication Engineering [EC]
982,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri [E165]",Information Science and Engineering [IE]
983,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri [E165]",Mechanical Engineering [ME]
984,E166,K L E Institute of Technology  Hubli [E166],Civil Engineering [CE]
985,E166,K L E Institute of Technology  Hubli [E166],Computers Science And Engineering [CS]
987,E166,K L E Institute of Technology  Hubli [E166],Electrical And Electronics Engineering [EE]
986,E166,K L E Institute of Technology  Hubli [E166],Electronics and Communication Engineering [EC]
988,E166,K L E Institute of Technology  Hubli [E166],Mechanical Engineering [ME]
989,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist. [E167]",Artificial Intelligence And Data Science [AD]
990,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist. [E167]",Civil Engineering [CE]
991,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist. [E167]",Computers Science And Engineering [CS]
992,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist. [E167]",Electronics and Communication Engineering [EC]
993,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist. [E167]",Mechanical Engineering [ME]
994,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore [E168]",Civil Engineering [CE]
995,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore [E168]",Computers Science And Engineering [CS]
996,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore [E168]",Electronics and Communication Engineering [EC]
997,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore [E168]",Information Science and Engineering [IE]
998,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore [E168]",Mechanical Engineering [ME]
1004,E169,"Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Agriculture Engineering [EA]
999,E169,"Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Artificial Intelligence and Machine Learning [AI]
1006,E169,"Alva`s Institute of Engineering and Technology  Moodabidri, [E169]","CS-Internet of things,Cyber Security(Block Chain) [IC]"
1001,E169,"Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Civil Engineering [CE]
1003,E169,"Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Computer Science Engineering-Data Sciences [DS]
1000,E169,"Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Computer Science and Design [CD]
1002,E169,"Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Computers Science And Engineering [CS]
1005,E169,"Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Electronics and Communication Engineering [EC]
1007,E169,"Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Information Science and Engineering [IE]
1008,E169,"Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Mechanical Engineering [ME]
1009,E171,"Brindavan College of Engineering  Yelahanka, Bangalore [E171]",Artificial Intelligence and Machine Learning [AI]
1013,E171,"Brindavan College of Engineering  Yelahanka, Bangalore [E171]","CS-Internet of things,Cyber Security(Block Chain) [IC]"
1010,E171,"Brindavan College of Engineering  Yelahanka, Bangalore [E171]",Civil Engineering [CE]
1011,E171,"Brindavan College of Engineering  Yelahanka, Bangalore [E171]",Computers Science And Engineering [CS]
1012,E171,"Brindavan College of Engineering  Yelahanka, Bangalore [E171]",Electronics and Communication Engineering [EC]
1014,E171,"Brindavan College of Engineering  Yelahanka, Bangalore [E171]",Information Science and Engineering [IE]
1015,E171,"Brindavan College of Engineering  Yelahanka, Bangalore [E171]",Mechanical Engineering [ME]
1016,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore [E172]",Civil Engineering [CE]
1017,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore [E172]",Computers Science And Engineering [CS]
1019,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore [E172]",Electrical And Electronics Engineering [EE]
1018,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore [E172]",Electronics and Communication Engineering [EC]
1020,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore [E172]",Information Science and Engineering [IE]
1021,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore [E172]",Mechanical Engineering [ME]
1023,E173,Sai Vidya Institute of Technology  Bangalore [E173],Civil Engineering [CE]
1022,E173,Sai Vidya Institute of Technology  Bangalore [E173],"Computer Science Engineering-AI, Machine Learning [CA]"
1025,E173,Sai Vidya Institute of Technology  Bangalore [E173],Computer Science Engineering-Data Sciences [DS]
1024,E173,Sai Vidya Institute of Technology  Bangalore [E173],Computers Science And Engineering [CS]
1026,E173,Sai Vidya Institute of Technology  Bangalore [E173],Electronics and Communication Engineering [EC]
1027,E173,Sai Vidya Institute of Technology  Bangalore [E173],Information Science and Engineering [IE]
1028,E173,Sai Vidya Institute of Technology  Bangalore [E173],Mechanical Engineering [ME]
1029,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist, [E174]",Civil Engineering [CE]
1030,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist, [E174]",Computers Science And Engineering [CS]
1032,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist, [E174]",Electrical And Electronics Engineering [EE]
1031,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist, [E174]",Electronics and Communication Engineering [EC]
1033,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist, [E174]",Information Science and Engineering [IE]
1034,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist, [E174]",Mechanical Engineering [ME]
1035,E175,S.G.Balekundri Institute of Technology  Belgaum [E175],Artificial Intelligence And Data Science [AD]
1037,E175,S.G.Balekundri Institute of Technology  Belgaum [E175],Civil Engineering [CE]
1036,E175,S.G.Balekundri Institute of Technology  Belgaum [E175],Computer Science and Business Systems [CB]
1038,E175,S.G.Balekundri Institute of Technology  Belgaum [E175],Computers Science And Engineering [CS]
1040,E175,S.G.Balekundri Institute of Technology  Belgaum [E175],Electrical And Electronics Engineering [EE]
1039,E175,S.G.Balekundri Institute of Technology  Belgaum [E175],Electronics and Communication Engineering [EC]
1041,E175,S.G.Balekundri Institute of Technology  Belgaum [E175],Mechanical Engineering [ME]
1042,E176,Navodaya Institute of Technology  Raihcur [E176],Civil Engineering [CE]
1043,E176,Navodaya Institute of Technology  Raihcur [E176],Computers Science And Engineering [CS]
1045,E176,Navodaya Institute of Technology  Raihcur [E176],Electrical And Electronics Engineering [EE]
1044,E176,Navodaya Institute of Technology  Raihcur [E176],Electronics and Communication Engineering [EC]
1046,E176,Navodaya Institute of Technology  Raihcur [E176],Mechanical Engineering [ME]
1048,E177,Rajeev Institute of Technology  Hassan [E177],Civil Engineering [CE]
1047,E177,Rajeev Institute of Technology  Hassan [E177],"Computer Science Engineering-AI, Machine Learning [CA]"
1049,E177,Rajeev Institute of Technology  Hassan [E177],Computers Science And Engineering [CS]
1051,E177,Rajeev Institute of Technology  Hassan [E177],Electrical And Electronics Engineering [EE]
1052,E177,Rajeev Institute of Technology  Hassan [E177],Electronics  Engineering(VLSI Design Technology) [EV]
1050,E177,Rajeev Institute of Technology  Hassan [E177],Electronics and Communication Engineering [EC]
1053,E177,Rajeev Institute of Technology  Hassan [E177],Information Science and Engineering [IE]
1054,E177,Rajeev Institute of Technology  Hassan [E177],Mechanical Engineering [ME]
1055,E178,The National Institute of Engineering(NORTH CAMPUS)  Mysore [E178],"Computer Science Engineering-AI, Machine Learning [CA]"
1056,E178,The National Institute of Engineering(NORTH CAMPUS)  Mysore [E178],Computers Science And Engineering [CS]
1057,E178,The National Institute of Engineering(NORTH CAMPUS)  Mysore [E178],Information Science and Engineering [IE]
1058,E180,Bearys Institute of Technology  Mangalore [E180],Artificial Intelligence And Data Science [AD]
1059,E180,Bearys Institute of Technology  Mangalore [E180],Civil Engineering [CE]
1060,E180,Bearys Institute of Technology  Mangalore [E180],Computers Science And Engineering [CS]
1061,E180,Bearys Institute of Technology  Mangalore [E180],Electronics and Communication Engineering [EC]
1062,E180,Bearys Institute of Technology  Mangalore [E180],Mechanical Engineering [ME]
1063,E181,"Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D) [E181]",Civil Engineering [CE]
1064,E181,"Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D) [E181]",Computers Science And Engineering [CS]
1066,E181,"Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D) [E181]",Electrical And Electronics Engineering [EE]
1065,E181,"Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D) [E181]",Electronics and Communication Engineering [EC]
1067,E181,"Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D) [E181]",Mechanical Engineering [ME]
1068,E183,Sha-Shib College of Engineering  Chickballapur [E183],Aeronautical Engineering [AE]
1069,E183,Sha-Shib College of Engineering  Chickballapur [E183],Civil Engineering [CE]
1070,E183,Sha-Shib College of Engineering  Chickballapur [E183],Computers Science And Engineering [CS]
1071,E183,Sha-Shib College of Engineering  Chickballapur [E183],Electronics and Communication Engineering [EC]
1072,E183,Sha-Shib College of Engineering  Chickballapur [E183],Mechanical Engineering [ME]
1073,E184,C Byre Gowda Institute of Technology  Kolar [E184],Artificial Intelligence and Machine Learning [AI]
1074,E184,C Byre Gowda Institute of Technology  Kolar [E184],Civil Engineering [CE]
1075,E184,C Byre Gowda Institute of Technology  Kolar [E184],Computer Engineering [CO]
1076,E184,C Byre Gowda Institute of Technology  Kolar [E184],Computers Science And Engineering [CS]
1077,E184,C Byre Gowda Institute of Technology  Kolar [E184],Electronics and Communication Engineering [EC]
1078,E184,C Byre Gowda Institute of Technology  Kolar [E184],Mechanical Engineering [ME]
1079,E185,Angadi Institute of Technology and Management  Belgaum [E185],Artificial Intelligence And Data Science [AD]
1080,E185,Angadi Institute of Technology and Management  Belgaum [E185],Civil Engineering [CE]
1081,E185,Angadi Institute of Technology and Management  Belgaum [E185],Computers Science And Engineering [CS]
1083,E185,Angadi Institute of Technology and Management  Belgaum [E185],Electrical And Electronics Engineering [EE]
1082,E185,Angadi Institute of Technology and Management  Belgaum [E185],Electronics and Communication Engineering [EC]
1084,E185,Angadi Institute of Technology and Management  Belgaum [E185],Mechanical Engineering [ME]
1085,E185,Angadi Institute of Technology and Management  Belgaum [E185],Robotics and Automation [RA]
1094,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Aero Space Engineering [SE]
1086,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Aeronautical Engineering [AE]
1087,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Bio Medical Engineering [BM]
1089,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Computer Science Engineering-Cyber Security [CY]
1090,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Computer Science Engineering-Data Sciences [DS]
1092,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Computer Science Engineering-Internet of Things [IO]
1088,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Computers Science And Engineering [CS]
1091,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Electronics and Communication Engineering [EC]
1093,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Mechanical Engineering [ME]
1095,E188,Vijaya Vittala Institute of Technology  Bangalore [E188],Artificial Intelligence and Machine Learning [AI]
1097,E188,Vijaya Vittala Institute of Technology  Bangalore [E188],Civil Engineering [CE]
1096,E188,Vijaya Vittala Institute of Technology  Bangalore [E188],"Computer Science Engineering-AI, Machine Learning [CA]"
1098,E188,Vijaya Vittala Institute of Technology  Bangalore [E188],Computers Science And Engineering [CS]
1099,E188,Vijaya Vittala Institute of Technology  Bangalore [E188],Electronics and Communication Engineering [EC]
1100,E188,Vijaya Vittala Institute of Technology  Bangalore [E188],Mechanical Engineering [ME]
1101,E189,"Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan [E189]",Artificial Intelligence And Data Science [AD]
1102,E189,"Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan [E189]",Artificial Intelligence and Machine Learning [AI]
1103,E189,"Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan [E189]",Civil Engineering [CE]
1104,E189,"Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan [E189]",Computers Science And Engineering [CS]
1105,E189,"Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan [E189]",Electronics and Communication Engineering [EC]
1108,E191,Akshaya Institute of Technology  Tumkur [E191],Agriculture Engineering [EA]
1106,E191,Akshaya Institute of Technology  Tumkur [E191],Civil Engineering [CE]
1107,E191,Akshaya Institute of Technology  Tumkur [E191],Computers Science And Engineering [CS]
1109,E191,Akshaya Institute of Technology  Tumkur [E191],Electronics and Communication Engineering [EC]
1110,E191,Akshaya Institute of Technology  Tumkur [E191],Information Science and Engineering [IE]
1111,E191,Akshaya Institute of Technology  Tumkur [E191],Mechanical Engineering [ME]
1112,E191,Akshaya Institute of Technology  Tumkur [E191],Smart Agritech [SA]
1114,E193,"Srinivas University  Mukka, Suratkal, Mangalore [E193]",B TECH IN ARTIFICIAL INTELLIGENCE AND ML [BH]
1115,E193,"Srinivas University  Mukka, Suratkal, Mangalore [E193]",B TECH IN CIVIL ENGINEERING [BP]
1116,E193,"Srinivas University  Mukka, Suratkal, Mangalore [E193]",B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1113,E193,"Srinivas University  Mukka, Suratkal, Mangalore [E193]",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
1118,E193,"Srinivas University  Mukka, Suratkal, Mangalore [E193]",B TECH IN MECHANICAL ENGINEERING [DB]
1117,E193,"Srinivas University  Mukka, Suratkal, Mangalore [E193]",Computer Science Engineering-Cyber Security [CY]
1119,E194,Government Engineering College  KARWAR [E194],Civil Engineering [CE]
1120,E194,Government Engineering College  KARWAR [E194],Computers Science And Engineering [CS]
1121,E194,Government Engineering College  KARWAR [E194],Electronics and Communication Engineering [EC]
1122,E194,Government Engineering College  KARWAR [E194],Mechanical Engineering [ME]
1124,E196,"Jain College of Engineering  Machche,Belgaum [E196]",Civil Engineering [CE]
1123,E196,"Jain College of Engineering  Machche,Belgaum [E196]","Computer Science Engineering-AI, Machine Learning [CA]"
1125,E196,"Jain College of Engineering  Machche,Belgaum [E196]",Computers Science And Engineering [CS]
1127,E196,"Jain College of Engineering  Machche,Belgaum [E196]",Electrical And Electronics Engineering [EE]
1126,E196,"Jain College of Engineering  Machche,Belgaum [E196]",Electronics and Communication Engineering [EC]
1128,E196,"Jain College of Engineering  Machche,Belgaum [E196]",Mechanical Engineering [ME]
1129,E197,Veerappa Nisty Engineering College  Yadigir Dist [E197],Civil Engineering [CE]
1130,E197,Veerappa Nisty Engineering College  Yadigir Dist [E197],Computers Science And Engineering [CS]
1132,E197,Veerappa Nisty Engineering College  Yadigir Dist [E197],Electrical And Electronics Engineering [EE]
1131,E197,Veerappa Nisty Engineering College  Yadigir Dist [E197],Electronics and Communication Engineering [EC]
1133,E197,Veerappa Nisty Engineering College  Yadigir Dist [E197],Mechanical Engineering [ME]
1135,E198,Sharnbasva University College for Women(Formerly Godutai)  Gulbarga [E198],B TECH IN ARTIFICIAL INTELLIGENCE AND ML [BH]
1137,E198,Sharnbasva University College for Women(Formerly Godutai)  Gulbarga [E198],B TECH IN CIVIL ENGINEERING [BP]
1138,E198,Sharnbasva University College for Women(Formerly Godutai)  Gulbarga [E198],B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1136,E198,Sharnbasva University College for Women(Formerly Godutai)  Gulbarga [E198],B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING [BJ]
1134,E198,Sharnbasva University College for Women(Formerly Godutai)  Gulbarga [E198],B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
1141,E199,"AGM Rural Engineering College  Hubli, Darward (D) [E199]",Civil Engineering [CE]
1139,E199,"AGM Rural Engineering College  Hubli, Darward (D) [E199]","Computer Science Engineering-AI, Machine Learning [CA]"
