,InstituteId,Institution,Course
283,E043,Gurunanak Dev Engineering College  Bidar [E043],Electronics and Communication Engineering [EC]
286,E043,Gurunanak Dev Engineering College  Bidar [E043],Information Science and Engineering [IE]
287,E043,Gurunanak Dev Engineering College  Bidar [E043],Mechanical Engineering [ME]
290,E044,Bheemanna Khandre Institute of Technology  Bhalki [E044],Chemical Engineering [CH]
289,E044,Bheemanna Khandre Institute of Technology  Bhalki [E044],Civil Engineering [CE]
288,E044,Bheemanna Khandre Institute of Technology  Bhalki [E044],"Computer Science Engineering-AI, Machine Learning [CA]"
292,E044,Bheemanna Khandre Institute of Technology  Bhalki [E044],Computer Science Engineering-Cyber Security [CY]
293,E044,Bheemanna Khandre Institute of Technology  Bhalki [E044],Computer Science Engineering-Data Sciences [DS]
291,E044,Bheemanna Khandre Institute of Technology  Bhalki [E044],Computers Science And Engineering [CS]
294,E044,Bheemanna Khandre Institute of Technology  Bhalki [E044],Electronics and Communication Engineering [EC]
295,E044,Bheemanna Khandre Institute of Technology  Bhalki [E044],Mechanical Engineering [ME]
297,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari [E045],Civil Engineering [CE]
296,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari [E045],"Computer Science Engineering-AI, Machine Learning [CA]"
299,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari [E045],Computer Science Engineering-Data Sciences [DS]
298,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari [E045],Computers Science And Engineering [CS]
301,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari [E045],Electrical And Electronics Engineering [EE]
300,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari [E045],Electronics and Communication Engineering [EC]
302,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari [E045],Information Science and Engineering [IE]
303,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari [E045],Mechanical Engineering [ME]
304,E046,H K Es S L N College of Engineering  Raichur [E046],Civil Engineering [CE]
305,E046,H K Es S L N College of Engineering  Raichur [E046],Computers Science And Engineering [CS]
306,E046,H K Es S L N College of Engineering  Raichur [E046],Electronics and Communication Engineering [EC]
307,E046,H K Es S L N College of Engineering  Raichur [E046],Mechanical Engineering [ME]
310,E047,Malnad College of Engineering  Hassan [E047],Civil Engineering [CE]
308,E047,Malnad College of Engineering  Hassan [E047],"Computer Science Engineering-AI, Machine Learning [CA]"
309,E047,Malnad College of Engineering  Hassan [E047],Computer Science and Business Systems [CB]
311,E047,Malnad College of Engineering  Hassan [E047],Computers Science And Engineering [CS]
313,E047,Malnad College of Engineering  Hassan [E047],Electrical And Electronics Engineering [EE]
312,E047,Malnad College of Engineering  Hassan [E047],Electronics and Communication Engineering [EC]
314,E047,Malnad College of Engineering  Hassan [E047],Electronics and Instrumentation Engineering [EI]
315,E047,Malnad College of Engineering  Hassan [E047],Information Science and Engineering [IE]
331,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Aero Space Engineering [SE]
316,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Artificial Intelligence And Data Science [AD]
317,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Artificial Intelligence and Machine Learning [AI]
318,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Bio Technology [BT]
327,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]","CS-Internet of things,Cyber Security(Block Chain) [IC]"
321,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Chemical Engineering [CH]
320,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Civil Engineering [CE]
323,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Computer Science Engineering-Data Sciences [DS]
319,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Computer Science and Business Systems [CB]
322,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Computers Science And Engineering [CS]
324,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Electronics and Communication Engineering [EC]
325,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Electronics and Instrumentation Engineering [EI]
326,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Electronics and Telecommunication Engineering [ET]
328,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Information Science and Engineering [IE]
330,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Mechanical Engineering [ME]
329,E048,"B M S College of Engineering  Basavanagudi,Bangalore [E048]",Medical Electronics [MD]
332,E049,Basaveshwara Engineering College  Bagalkot [E049],Artificial Intelligence and Machine Learning [AI]
333,E049,Basaveshwara Engineering College  Bagalkot [E049],Bio Technology [BT]
334,E049,Basaveshwara Engineering College  Bagalkot [E049],Civil Engineering [CE]
335,E049,Basaveshwara Engineering College  Bagalkot [E049],Computers Science And Engineering [CS]
336,E049,Basaveshwara Engineering College  Bagalkot [E049],Electronics and Communication Engineering [EC]
337,E049,Basaveshwara Engineering College  Bagalkot [E049],Information Science and Engineering [IE]
339,E054,"K V G College of Engineering  Sullia,D.K District [E054]",Civil Engineering [CE]
340,E054,"K V G College of Engineering  Sullia,D.K District [E054]",Computer Engineering [CO]
338,E054,"K V G College of Engineering  Sullia,D.K District [E054]","Computer Science Engineering-AI, Machine Learning [CA]"
341,E054,"K V G College of Engineering  Sullia,D.K District [E054]",Computers Science And Engineering [CS]
342,E054,"K V G College of Engineering  Sullia,D.K District [E054]",Electronics and Communication Engineering [EC]
343,E054,"K V G College of Engineering  Sullia,D.K District [E054]",Mechanical Engineering [ME]
344,E055,"P A College of Engineering  Bantwal, Mangalore [E055]",Artificial Intelligence and Machine Learning [AI]
345,E055,"P A College of Engineering  Bantwal, Mangalore [E055]",Bio Technology [BT]
349,E055,"P A College of Engineering  Bantwal, Mangalore [E055]","CS-Internet of things,Cyber Security(Block Chain) [IC]"
346,E055,"P A College of Engineering  Bantwal, Mangalore [E055]",Civil Engineering [CE]
347,E055,"P A College of Engineering  Bantwal, Mangalore [E055]",Computers Science And Engineering [CS]
348,E055,"P A College of Engineering  Bantwal, Mangalore [E055]",Electronics and Communication Engineering [EC]
350,E055,"P A College of Engineering  Bantwal, Mangalore [E055]",Mechanical Engineering [ME]
352,E056,The National Institute of Engineering(SOUTH CAMPUS)  Mysore [E056],Electrical And Electronics Engineering [EE]
351,E056,The National Institute of Engineering(SOUTH CAMPUS)  Mysore [E056],Electronics and Communication Engineering [EC]
353,E056,The National Institute of Engineering(SOUTH CAMPUS)  Mysore [E056],Mechanical Engineering [ME]
354,E057,JSS Science and Technology University(Formerly SJCE)  Mysore [E057],Bio Technology [BT]
356,E057,JSS Science and Technology University(Formerly SJCE)  Mysore [E057],Civil Engineering [CE]
355,E057,JSS Science and Technology University(Formerly SJCE)  Mysore [E057],Computer Science and Business Systems [CB]
357,E057,JSS Science and Technology University(Formerly SJCE)  Mysore [E057],Computers Science And Engineering [CS]
358,E057,JSS Science and Technology University(Formerly SJCE)  Mysore [E057],Construction Technology and Management [CT]
359,E057,JSS Science and Technology University(Formerly SJCE)  Mysore [E057],Electronics and Communication Engineering [EC]
360,E057,JSS Science and Technology University(Formerly SJCE)  Mysore [E057],Information Science and Engineering [IE]
361,E057,JSS Science and Technology University(Formerly SJCE)  Mysore [E057],Mechanical Engineering [ME]
364,E058,P E S College of Engineering  Mandya [E058],Civil Engineering [CE]
362,E058,P E S College of Engineering  Mandya [E058],"Computer Science Engineering-AI, Machine Learning [CA]"
366,E058,P E S College of Engineering  Mandya [E058],Computer Science Engineering-Data Sciences [DS]
363,E058,P E S College of Engineering  Mandya [E058],Computer Science and Business Systems [CB]
365,E058,P E S College of Engineering  Mandya [E058],Computers Science And Engineering [CS]
368,E058,P E S College of Engineering  Mandya [E058],Electrical And Electronics Engineering [EE]
367,E058,P E S College of Engineering  Mandya [E058],Electronics and Communication Engineering [EC]
369,E058,P E S College of Engineering  Mandya [E058],Information Science and Engineering [IE]
370,E059,P D A College of Engineering  Gulbarga [E059],Artificial Intelligence and Machine Learning [AI]
373,E059,P D A College of Engineering  Gulbarga [E059],Ceramics and Cement Technology [CR]
372,E059,P D A College of Engineering  Gulbarga [E059],Civil Engineering [CE]
371,E059,P D A College of Engineering  Gulbarga [E059],Computer Science and Design [CD]
374,E059,P D A College of Engineering  Gulbarga [E059],Computers Science And Engineering [CS]
376,E059,P D A College of Engineering  Gulbarga [E059],Electrical And Electronics Engineering [EE]
375,E059,P D A College of Engineering  Gulbarga [E059],Electronics and Communication Engineering [EC]
377,E059,P D A College of Engineering  Gulbarga [E059],Electronics and Instrumentation Engineering [EI]
379,E059,P D A College of Engineering  Gulbarga [E059],Industrial and Production Engineering [IP]
378,E059,P D A College of Engineering  Gulbarga [E059],Information Science and Engineering [IE]
380,E059,P D A College of Engineering  Gulbarga [E059],Mechanical Engineering [ME]
381,E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore [E060]",Aeronautical Engineering [AE]
382,E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore [E060]",Artificial Intelligence and Machine Learning [AI]
384,E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore [E060]",Civil Engineering [CE]
383,E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore [E060]",Computer Science and Business Systems [CB]
385,E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore [E060]",Computers Science And Engineering [CS]
386,E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore [E060]",Electronics and Communication Engineering [EC]
387,E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore [E060]",Information Science and Engineering [IE]
388,E061,University B.D.T. college of Engineering  Davangere [E061],Civil Engineering [CE]
389,E061,University B.D.T. college of Engineering  Davangere [E061],Computers Science And Engineering [CS]
391,E061,University B.D.T. college of Engineering  Davangere [E061],Electrical And Electronics Engineering [EE]
390,E061,University B.D.T. college of Engineering  Davangere [E061],Electronics and Communication Engineering [EC]
392,E061,University B.D.T. college of Engineering  Davangere [E061],Electronics and Instrumentation Engineering [EI]
393,E061,University B.D.T. college of Engineering  Davangere [E061],Industrial and Production Engineering [IP]
394,E061,University B.D.T. college of Engineering  Davangere [E061],Mechanical Engineering [ME]
395,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Artificial Intelligence and Machine Learning [AI]
396,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Bio Technology [BT]
400,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Chemical Engineering [CH]
399,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Civil Engineering [CE]
402,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Computer Science Engineering-Data Sciences [DS]
397,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Computer Science and Business Systems [CB]
398,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Computer Science and Design [CD]
401,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Computers Science And Engineering [CS]
404,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Electrical And Electronics Engineering [EE]
403,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Electronics and Communication Engineering [EC]
405,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Information Science and Engineering [IE]
406,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Mechanical Engineering [ME]
407,E062,Bapuji Institute of Engineering and Technology  Davangere [E062],Textile Technology [TX]
408,E063,SJM Institute of Techonology  Chitradurga [E063],Civil Engineering [CE]
409,E063,SJM Institute of Techonology  Chitradurga [E063],Computers Science And Engineering [CS]
411,E063,SJM Institute of Techonology  Chitradurga [E063],Electrical And Electronics Engineering [EE]
410,E063,SJM Institute of Techonology  Chitradurga [E063],Electronics and Communication Engineering [EC]
412,E063,SJM Institute of Techonology  Chitradurga [E063],Mechanical Engineering [ME]
413,E064,Adhichunchanagiri Institute of Technology  Chickmagalur [E064],Artificial Intelligence and Machine Learning [AI]
414,E064,Adhichunchanagiri Institute of Technology  Chickmagalur [E064],Civil Engineering [CE]
416,E064,Adhichunchanagiri Institute of Technology  Chickmagalur [E064],Computer Science Engineering-Data Sciences [DS]
415,E064,Adhichunchanagiri Institute of Technology  Chickmagalur [E064],Computers Science And Engineering [CS]
418,E064,Adhichunchanagiri Institute of Technology  Chickmagalur [E064],Electrical And Electronics Engineering [EE]
417,E064,Adhichunchanagiri Institute of Technology  Chickmagalur [E064],Electronics and Communication Engineering [EC]
419,E064,Adhichunchanagiri Institute of Technology  Chickmagalur [E064],Information Science and Engineering [IE]
420,E064,Adhichunchanagiri Institute of Technology  Chickmagalur [E064],Mechanical Engineering [ME]
421,E065,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Artificial Intelligence and Machine Learning [AI]
422,E065,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Civil Engineering [CE]
424,E065,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Computer Science Engineering-Data Sciences [DS]
423,E065,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Computers Science And Engineering [CS]
426,E065,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Electrical And Electronics Engineering [EE]
425,E065,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Electronics and Communication Engineering [EC]
427,E065,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Electronics and Telecommunication Engineering [ET]
428,E065,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Information Science and Engineering [IE]
429,E065,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Mechanical Engineering [ME]
430,E065,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Robotics and Artificial Intelligence [RI]
431,E070,"Bahubali College of Engineering  Hassan Dist, [E070]",Artificial Intelligence and Machine Learning [AI]
432,E070,"Bahubali College of Engineering  Hassan Dist, [E070]",Civil Engineering [CE]
433,E070,"Bahubali College of Engineering  Hassan Dist, [E070]",Computers Science And Engineering [CS]
434,E070,"Bahubali College of Engineering  Hassan Dist, [E070]",Electronics and Communication Engineering [EC]
435,E070,"Bahubali College of Engineering  Hassan Dist, [E070]",Information Science and Engineering [IE]
436,E070,"Bahubali College of Engineering  Hassan Dist, [E070]",Mechanical Engineering [ME]
438,E071,Vidya Vardhaka College of Engineering  Mysuru [E071],Civil Engineering [CE]
437,E071,Vidya Vardhaka College of Engineering  Mysuru [E071],"Computer Science Engineering-AI, Machine Learning [CA]"
439,E071,Vidya Vardhaka College of Engineering  Mysuru [E071],Computers Science And Engineering [CS]
441,E071,Vidya Vardhaka College of Engineering  Mysuru [E071],Electrical And Electronics Engineering [EE]
440,E071,Vidya Vardhaka College of Engineering  Mysuru [E071],Electronics and Communication Engineering [EC]
442,E071,Vidya Vardhaka College of Engineering  Mysuru [E071],Information Science and Engineering [IE]
443,E071,Vidya Vardhaka College of Engineering  Mysuru [E071],Mechanical Engineering [ME]
444,E075,Ballari Institute of Technology and Management  Near Allipur Bellary [E075],Artificial Intelligence and Machine Learning [AI]
445,E075,Ballari Institute of Technology and Management  Near Allipur Bellary [E075],Civil Engineering [CE]
446,E075,Ballari Institute of Technology and Management  Near Allipur Bellary [E075],Computer Science Engineering-Artificial Intel. [CF]
448,E075,Ballari Institute of Technology and Management  Near Allipur Bellary [E075],Computer Science Engineering-Data Sciences [DS]
447,E075,Ballari Institute of Technology and Management  Near Allipur Bellary [E075],Computers Science And Engineering [CS]
450,E075,Ballari Institute of Technology and Management  Near Allipur Bellary [E075],Electrical And Electronics Engineering [EE]
449,E075,Ballari Institute of Technology and Management  Near Allipur Bellary [E075],Electronics and Communication Engineering [EC]
451,E075,Ballari Institute of Technology and Management  Near Allipur Bellary [E075],Mechanical Engineering [ME]
453,E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT [E076]",Civil Engineering [CE]
452,E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT [E076]","Computer Science Engineering-AI, Machine Learning [CA]"
454,E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT [E076]",Computers Science And Engineering [CS]
456,E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT [E076]",Electrical And Electronics Engineering [EE]
455,E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT [E076]",Electronics and Communication Engineering [EC]
457,E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT [E076]",Mechanical Engineering [ME]
458,E077,Vidya Vikas Institute of Engineering and Technology  Mysuru [E077],Civil Engineering [CE]
459,E077,Vidya Vikas Institute of Engineering and Technology  Mysuru [E077],Computers Science And Engineering [CS]
461,E077,Vidya Vikas Institute of Engineering and Technology  Mysuru [E077],Electrical And Electronics Engineering [EE]
460,E077,Vidya Vikas Institute of Engineering and Technology  Mysuru [E077],Electronics and Communication Engineering [EC]
462,E077,Vidya Vikas Institute of Engineering and Technology  Mysuru [E077],Information Science and Engineering [IE]
463,E077,Vidya Vikas Institute of Engineering and Technology  Mysuru [E077],Mechanical Engineering [ME]
464,E078,The Oxford College of Engineering  Bangalore [E078],Artificial Intelligence and Machine Learning [AI]
465,E078,The Oxford College of Engineering  Bangalore [E078],Bio Technology [BT]
466,E078,The Oxford College of Engineering  Bangalore [E078],Civil Engineering [CE]
467,E078,The Oxford College of Engineering  Bangalore [E078],Computers Science And Engineering [CS]
469,E078,The Oxford College of Engineering  Bangalore [E078],Electrical And Electronics Engineering [EE]
468,E078,The Oxford College of Engineering  Bangalore [E078],Electronics and Communication Engineering [EC]
470,E078,The Oxford College of Engineering  Bangalore [E078],Information Science and Engineering [IE]
471,E078,The Oxford College of Engineering  Bangalore [E078],Mechanical Engineering [ME]
472,E078,The Oxford College of Engineering  Bangalore [E078],Mechatronics [MT]
473,E079,Acharya Institute of Technology  Bangalore [E079],Aeronautical Engineering [AE]
474,E079,Acharya Institute of Technology  Bangalore [E079],Artificial Intelligence and Machine Learning [AI]
475,E079,Acharya Institute of Technology  Bangalore [E079],Bio Technology [BT]
476,E079,Acharya Institute of Technology  Bangalore [E079],Civil Engineering [CE]
478,E079,Acharya Institute of Technology  Bangalore [E079],Computer Science Engineering-Data Sciences [DS]
477,E079,Acharya Institute of Technology  Bangalore [E079],Computers Science And Engineering [CS]
480,E079,Acharya Institute of Technology  Bangalore [E079],Electrical And Electronics Engineering [EE]
479,E079,Acharya Institute of Technology  Bangalore [E079],Electronics and Communication Engineering [EC]
481,E079,Acharya Institute of Technology  Bangalore [E079],Information Science and Engineering [IE]
482,E079,Acharya Institute of Technology  Bangalore [E079],Mechanical Engineering [ME]
483,E079,Acharya Institute of Technology  Bangalore [E079],Mechatronics [MT]
484,E081,H M S Institute of Technology  Tumkur [E081],Civil Engineering [CE]
485,E081,H M S Institute of Technology  Tumkur [E081],Computers Science And Engineering [CS]
487,E081,H M S Institute of Technology  Tumkur [E081],Electrical And Electronics Engineering [EE]
486,E081,H M S Institute of Technology  Tumkur [E081],Electronics and Communication Engineering [EC]
488,E081,H M S Institute of Technology  Tumkur [E081],Information Science and Engineering [IE]
489,E081,H M S Institute of Technology  Tumkur [E081],Mechanical Engineering [ME]
491,E082,J S S Academy of Technical Education  Bangalore [E082],Civil Engineering [CE]
490,E082,J S S Academy of Technical Education  Bangalore [E082],"Computer Science Engineering-AI, Machine Learning [CA]"
492,E082,J S S Academy of Technical Education  Bangalore [E082],Computers Science And Engineering [CS]
493,E082,J S S Academy of Technical Education  Bangalore [E082],Electronics and Communication Engineering [EC]
494,E082,J S S Academy of Technical Education  Bangalore [E082],Electronics and Instrumentation Engineering [EI]
495,E082,J S S Academy of Technical Education  Bangalore [E082],Information Science and Engineering [IE]
496,E082,J S S Academy of Technical Education  Bangalore [E082],Mechanical Engineering [ME]
497,E082,J S S Academy of Technical Education  Bangalore [E082],Robotics and Automation [RA]
498,E083,H.K.B.K.College of Engineering  Bangalore [E083],Artificial Intelligence and Machine Learning [AI]
499,E083,H.K.B.K.College of Engineering  Bangalore [E083],Computers Science And Engineering [CS]
500,E083,H.K.B.K.College of Engineering  Bangalore [E083],Electronics and Communication Engineering [EC]
501,E083,H.K.B.K.College of Engineering  Bangalore [E083],Information Science and Engineering [IE]
502,E083,H.K.B.K.College of Engineering  Bangalore [E083],Mechanical Engineering [ME]
504,E085,"APS College of Engineering  Somanahalli, Bangalore [E085]",Civil Engineering [CE]
503,E085,"APS College of Engineering  Somanahalli, Bangalore [E085]","Computer Science Engineering-AI, Machine Learning [CA]"
506,E085,"APS College of Engineering  Somanahalli, Bangalore [E085]",Computer Science Engineering-Cyber Security [CY]
505,E085,"APS College of Engineering  Somanahalli, Bangalore [E085]",Computers Science And Engineering [CS]
507,E085,"APS College of Engineering  Somanahalli, Bangalore [E085]",Electronics and Communication Engineering [EC]
508,E085,"APS College of Engineering  Somanahalli, Bangalore [E085]",Information Science and Engineering [IE]
509,E085,"APS College of Engineering  Somanahalli, Bangalore [E085]",Mechanical Engineering [ME]
510,E086,"Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore [E086]",Artificial Intelligence and Machine Learning [AI]
511,E086,"Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore [E086]",Computers Science And Engineering [CS]
513,E086,"Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore [E086]",Electrical And Electronics Engineering [EE]
512,E086,"Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore [E086]",Electronics and Communication Engineering [EC]
514,E086,"Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore [E086]",Information Science and Engineering [IE]
515,E086,"Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore [E086]",Mechanical Engineering [ME]
516,E087,Vivekananada Institute of Technology  Bangalore [E087],Artificial Intelligence and Machine Learning [AI]
517,E087,Vivekananada Institute of Technology  Bangalore [E087],Civil Engineering [CE]
518,E087,Vivekananada Institute of Technology  Bangalore [E087],Computers Science And Engineering [CS]
519,E087,Vivekananada Institute of Technology  Bangalore [E087],Electronics and Communication Engineering [EC]
520,E087,Vivekananada Institute of Technology  Bangalore [E087],Information Science and Engineering [IE]
521,E087,Vivekananada Institute of Technology  Bangalore [E087],Mechanical Engineering [ME]
522,E088,"Bangalore College of Engineering and Technology  Chandapura, Bangalore [E088]",Artificial Intelligence and Machine Learning [AI]
523,E088,"Bangalore College of Engineering and Technology  Chandapura, Bangalore [E088]",Computers Science And Engineering [CS]
525,E088,"Bangalore College of Engineering and Technology  Chandapura, Bangalore [E088]",Electrical And Electronics Engineering [EE]
524,E088,"Bangalore College of Engineering and Technology  Chandapura, Bangalore [E088]",Electronics and Communication Engineering [EC]
526,E088,"Bangalore College of Engineering and Technology  Chandapura, Bangalore [E088]",Information Science and Engineering [IE]
527,E090,Sri Revana Siddeswara Institute of Technology  Bangalore North [E090],Civil Engineering [CE]
528,E090,Sri Revana Siddeswara Institute of Technology  Bangalore North [E090],Computers Science And Engineering [CS]
529,E090,Sri Revana Siddeswara Institute of Technology  Bangalore North [E090],Electronics and Communication Engineering [EC]
530,E090,Sri Revana Siddeswara Institute of Technology  Bangalore North [E090],Mechanical Engineering [ME]
531,E091,K S Institute of Technology  Bangalore [E091],Artificial Intelligence and Machine Learning [AI]
536,E091,K S Institute of Technology  Bangalore [E091],"CS-Internet of things,Cyber Security(Block Chain) [IC]"
533,E091,K S Institute of Technology  Bangalore [E091],Computer Science and Design [CD]
532,E091,K S Institute of Technology  Bangalore [E091],Computer and Communication Engineering [CC]
534,E091,K S Institute of Technology  Bangalore [E091],Computers Science And Engineering [CS]
535,E091,K S Institute of Technology  Bangalore [E091],Electronics and Communication Engineering [EC]
537,E091,K S Institute of Technology  Bangalore [E091],Mechanical Engineering [ME]
538,E092,Vemana Institute of Technology  Bangalore [E092],Artificial Intelligence and Machine Learning [AI]
539,E092,Vemana Institute of Technology  Bangalore [E092],Civil Engineering [CE]
541,E092,Vemana Institute of Technology  Bangalore [E092],Computer Science Engineering-Data Sciences [DS]
540,E092,Vemana Institute of Technology  Bangalore [E092],Computers Science And Engineering [CS]
542,E092,Vemana Institute of Technology  Bangalore [E092],Electronics and Communication Engineering [EC]
543,E092,Vemana Institute of Technology  Bangalore [E092],Information Science and Engineering [IE]
544,E092,Vemana Institute of Technology  Bangalore [E092],Mechanical Engineering [ME]
545,E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist [E093]",Artificial Intelligence And Data Science [AD]
551,E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist [E093]",COMPUTER SCIENCE [ZC]
546,E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist [E093]",Civil Engineering [CE]
547,E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist [E093]",Computers Science And Engineering [CS]
548,E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist [E093]",Electronics and Communication Engineering [EC]
549,E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist [E093]",Electronics and Computer Engineering [ES]
550,E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist [E093]",Mechanical Engineering [ME]
552,E094,Coorg Institute of Technology  Kodagu [E094],Artificial Intelligence And Data Science [AD]
553,E094,Coorg Institute of Technology  Kodagu [E094],Artificial Intelligence and Machine Learning [AI]
554,E094,Coorg Institute of Technology  Kodagu [E094],Civil Engineering [CE]
556,E094,Coorg Institute of Technology  Kodagu [E094],Computer Science Engineering-Cyber Security [CY]
555,E094,Coorg Institute of Technology  Kodagu [E094],Computers Science And Engineering [CS]
557,E094,Coorg Institute of Technology  Kodagu [E094],Electronics and Communication Engineering [EC]
558,E094,Coorg Institute of Technology  Kodagu [E094],Mechanical Engineering [ME]
559,E095,AMC Engineering College  Bangalore [E095],Aeronautical Engineering [AE]
560,E095,AMC Engineering College  Bangalore [E095],Artificial Intelligence and Machine Learning [AI]
562,E095,AMC Engineering College  Bangalore [E095],Civil Engineering [CE]
561,E095,AMC Engineering College  Bangalore [E095],"Computer Science Engineering-AI, Machine Learning [CA]"
564,E095,AMC Engineering College  Bangalore [E095],Computer Science Engineering-Data Sciences [DS]
563,E095,AMC Engineering College  Bangalore [E095],Computers Science And Engineering [CS]
566,E095,AMC Engineering College  Bangalore [E095],Electrical And Electronics Engineering [EE]
565,E095,AMC Engineering College  Bangalore [E095],Electronics and Communication Engineering [EC]
567,E095,AMC Engineering College  Bangalore [E095],Information Science and Engineering [IE]
568,E095,AMC Engineering College  Bangalore [E095],Mechanical Engineering [ME]
569,E096,East Point College of Engineering and Technology  Bangalore [E096],Artificial Intelligence And Data Science [AD]
574,E096,East Point College of Engineering and Technology  Bangalore [E096],"CS-Internet of things,Cyber Security(Block Chain) [IC]"
571,E096,East Point College of Engineering and Technology  Bangalore [E096],Civil Engineering [CE]
570,E096,East Point College of Engineering and Technology  Bangalore [E096],"Computer Science Engineering-AI, Machine Learning [CA]"
572,E096,East Point College of Engineering and Technology  Bangalore [E096],Computers Science And Engineering [CS]
573,E096,East Point College of Engineering and Technology  Bangalore [E096],Electronics and Communication Engineering [EC]
575,E096,East Point College of Engineering and Technology  Bangalore [E096],Information Science and Engineering [IE]
576,E096,East Point College of Engineering and Technology  Bangalore [E096],Mechanical Engineering [ME]
577,E097,C M R Institute of Technology  Bangalore [E097],Artificial Intelligence And Data Science [AD]
578,E097,C M R Institute of Technology  Bangalore [E097],Artificial Intelligence and Machine Learning [AI]
579,E097,C M R Institute of Technology  Bangalore [E097],"Computer Science Engineering-AI, Machine Learning [CA]"
581,E097,C M R Institute of Technology  Bangalore [E097],Computer Science Engineering-Data Sciences [DS]
