,InstituteId,InstituteName,BranchCode,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
131,E014, S J C Institute of Technology  Chickballapur,CD,98650,-1,-1,78742,-1,-1,-1,-1,-1,75063,-1,79040,84536,-1,-1,72485,-1,78914,123248,-1,-1,102957,-1,-1
132,E014, S J C Institute of Technology  Chickballapur,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,188773,-1,-1,-1,-1,-1,-1,-1,-1
133,E014, S J C Institute of Technology  Chickballapur,CK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
134,E014, S J C Institute of Technology  Chickballapur,CS,57507,-1,-1,38527,53001,50579,32168,-1,-1,31693,-1,-1,37933,-1,41775,29701,43105,35551,67573,-1,93816,53283,-1,87237
135,E014, S J C Institute of Technology  Chickballapur,EC,72063,-1,-1,70477,-1,80109,68096,-1,-1,62854,-1,-1,83875,-1,-1,58271,88426,64266,112241,116392,148678,98308,-1,117347
136,E014, S J C Institute of Technology  Chickballapur,IE,-1,-1,-1,48543,-1,68128,53882,-1,-1,-1,-1,-1,46630,-1,56595,41686,60544,53319,106157,157057,128289,118841,-1,124337
137,E014, S J C Institute of Technology  Chickballapur,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,168153,-1,-1,-1,-1,-1,-1,-1,-1
138,E014, S J C Institute of Technology  Chickballapur,"""S",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
139,E014, S J C Institute of Technology  Chickballapur,En,162246,-1,-1,-1,-1,-1,178767,-1,-1,120776,-1,-1,-1,-1,-1,103081,-1,111010,-1,-1,-1,-1,-1,-1
140,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,CA,170710,-1,-1,123901,-1,-1,114030,-1,-1,113865,-1,-1,135616,-1,-1,108653,-1,113345,134235,195576,-1,166390,-1,-1
141,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196132,-1,-1,-1,-1,-1,-1,-1,-1
142,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,CS,116661,-1,-1,126154,144854,-1,89001,-1,-1,92515,-1,-1,101339,-1,-1,88788,88819,106263,145356,-1,179674,160197,-1,-1
143,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,EC,151700,-1,-1,183265,-1,-1,137126,-1,-1,136959,-1,-1,-1,-1,-1,133831,-1,194133,169560,-1,-1,187563,-1,-1
144,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,EE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200804,-1,-1,202308,-1,-1,-1,-1,-1
145,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201185,-1,-1,-1,-1,-1,-1,-1,-1
146,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,mn,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202402,-1,-1,-1,-1,-1,-1,-1,-1
147,E016, Siddaganga Institute of Technology  Tumkur,AD,22999,-1,-1,12672,-1,17133,15231,-1,-1,13425,-1,-1,11606,-1,-1,11265,19100,11949,32495,-1,79620,-1,-1,-1
148,E016, Siddaganga Institute of Technology  Tumkur,BT,-1,-1,-1,58442,-1,-1,120382,-1,-1,-1,-1,-1,-1,-1,-1,56292,-1,101171,130248,-1,-1,119159,-1,-1
149,E016, Siddaganga Institute of Technology  Tumkur,CA,16482,-1,18705,11402,-1,-1,25555,-1,33168,11990,-1,-1,10829,-1,-1,10658,-1,12877,30445,-1,-1,38933,-1,-1
150,E016, Siddaganga Institute of Technology  Tumkur,CE,-1,-1,-1,200454,-1,-1,184224,-1,-1,-1,-1,-1,143804,-1,-1,105892,113122,189707,180338,-1,196103,-1,-1,-1
151,E016, Siddaganga Institute of Technology  Tumkur,CH,-1,-1,139505,125752,-1,-1,120943,-1,-1,129001,-1,-1,163402,-1,-1,111504,-1,-1,199117,-1,-1,177890,-1,-1
152,E016, Siddaganga Institute of Technology  Tumkur,CS,7731,-1,-1,8986,9531,10679,12796,-1,-1,6911,-1,-1,6896,-1,8294,5821,8226,6827,24932,25332,36785,19391,-1,22544
153,E016, Siddaganga Institute of Technology  Tumkur,EC,17417,-1,-1,18150,-1,25433,20783,-1,-1,13540,-1,14746,14016,-1,-1,13211,-1,14693,45838,57884,59909,43209,-1,53189
154,E016, Siddaganga Institute of Technology  Tumkur,EE,25316,-1,61885,41063,-1,45940,46729,-1,-1,27600,-1,-1,31259,43490,-1,23416,-1,30111,64731,117212,146040,76007,-1,-1
155,E016, Siddaganga Institute of Technology  Tumkur,EI,43264,-1,65465,43315,-1,-1,64948,-1,-1,39366,-1,-1,39338,-1,-1,32346,70071,41736,156781,-1,-1,167817,-1,-1
156,E016, Siddaganga Institute of Technology  Tumkur,ET,37666,-1,-1,32506,-1,34754,27810,-1,-1,24076,-1,34135,27342,-1,-1,23715,85793,29236,115943,-1,126875,85739,-1,-1
157,E016, Siddaganga Institute of Technology  Tumkur,IE,13737,-1,-1,10977,-1,11913,15324,-1,-1,9295,-1,-1,9149,-1,11464,8952,10632,10666,32798,-1,40399,36457,-1,45470
158,E016, Siddaganga Institute of Technology  Tumkur,IM,156599,-1,-1,133719,-1,-1,120582,-1,-1,112795,-1,-1,96688,-1,-1,94595,95067,143566,198325,-1,-1,127333,-1,-1
159,E016, Siddaganga Institute of Technology  Tumkur,ME,164784,-1,-1,168403,196640,191780,109435,-1,-1,154159,-1,-1,164592,-1,173842,105077,184256,126374,194684,-1,-1,170383,-1,-1
160,E017, Sri Siddartha Institute of Technology  Tumkur,AI,-1,-1,57781,49050,-1,-1,45626,-1,-1,-1,-1,-1,38658,-1,-1,36010,46924,-1,108399,-1,119081,67112,-1,-1
161,E017, Sri Siddartha Institute of Technology  Tumkur,BM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,192830,-1,-1,-1,-1,-1,-1,-1,-1
162,E017, Sri Siddartha Institute of Technology  Tumkur,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,190665,-1,-1,-1,-1,-1,-1,-1,-1
163,E017, Sri Siddartha Institute of Technology  Tumkur,CS,37838,-1,-1,36415,64013,40067,30670,-1,-1,29600,-1,36193,34131,-1,-1,28545,32692,35058,64502,-1,75359,60180,-1,63665
164,E017, Sri Siddartha Institute of Technology  Tumkur,CY,70676,-1,-1,58147,-1,-1,74187,-1,-1,65470,102108,-1,60677,-1,-1,57457,-1,92545,151597,-1,-1,106640,-1,-1
165,E017, Sri Siddartha Institute of Technology  Tumkur,DS,150235,-1,-1,58955,-1,68063,-1,-1,-1,-1,-1,-1,57346,-1,-1,49162,65905,50043,103622,-1,201842,105007,-1,-1
166,E017, Sri Siddartha Institute of Technology  Tumkur,EC,64058,-1,-1,60742,-1,69611,55973,-1,-1,52297,-1,-1,50882,-1,-1,49753,-1,57704,116111,118083,142219,120059,-1,-1
167,E017, Sri Siddartha Institute of Technology  Tumkur,EE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201807,-1,-1,-1,-1,-1,-1,-1,-1
168,E017, Sri Siddartha Institute of Technology  Tumkur,ET,121037,-1,-1,96187,-1,-1,114793,-1,-1,91342,-1,-1,125118,-1,-1,84393,-1,85252,175245,-1,-1,163397,-1,-1
169,E017, Sri Siddartha Institute of Technology  Tumkur,IE,52817,-1,-1,54470,113239,65026,50948,-1,-1,44771,-1,-1,38876,-1,60198,36695,45463,45780,74804,-1,97604,112890,-1,161011
170,E017, Sri Siddartha Institute of Technology  Tumkur,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202693,-1,-1,-1,-1,-1,-1,-1,-1
171,E018, Kalpatharu Institute of Technology  Tiptur,AI,100209,-1,-1,109456,188663,-1,153536,-1,-1,-1,-1,-1,-1,-1,-1,99053,138188,121783,127632,-1,154188,-1,-1,-1
172,E018, Kalpatharu Institute of Technology  Tiptur,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,183359,-1,-1,-1,-1,-1,-1,-1,-1
173,E018, Kalpatharu Institute of Technology  Tiptur,CS,70617,-1,-1,80958,-1,98952,65638,-1,92942,76962,-1,-1,62052,-1,80378,58372,74713,68207,114727,-1,171366,143895,-1,198675
174,E018, Kalpatharu Institute of Technology  Tiptur,EC,-1,-1,-1,147403,-1,-1,-1,-1,-1,129283,-1,-1,124634,-1,-1,110131,-1,127141,179413,-1,-1,201942,-1,-1
175,E018, Kalpatharu Institute of Technology  Tiptur,IE,132142,-1,-1,99411,-1,108009,71033,-1,-1,91954,-1,-1,69429,120220,-1,69239,-1,87025,112423,-1,-1,145443,-1,-1
176,E018, Kalpatharu Institute of Technology  Tiptur,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,203066,-1,-1,-1,-1,-1,-1,-1,-1
177,E021, Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,CE,-1,-1,-1,70047,-1,74235,101679,-1,106598,60254,-1,84087,77803,110746,-1,57141,89192,66895,116549,-1,158175,133360,-1,202525
178,E021, Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,CS,6018,-1,-1,4541,-1,5627,7950,13896,-1,2239,-1,-1,2862,-1,4637,2077,2863,3783,10528,-1,16273,5174,-1,8354
179,E021, Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,EC,11028,-1,-1,10204,-1,11078,15242,-1,-1,8896,16374,-1,7717,-1,-1,6351,11701,8619,28319,-1,37113,18315,-1,25684
180,E021, Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,EE,21902,61288,-1,27484,-1,37016,21174,-1,-1,20538,-1,-1,20616,-1,25623,19041,31225,21063,54014,-1,54305,34129,-1,53163
181,E021, Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,EI,49943,-1,66363,35481,-1,46698,41609,-1,-1,23827,-1,-1,27503,-1,-1,23767,34375,28872,114625,169125,173221,82261,-1,-1
182,E021, Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,EN,156073,-1,-1,152501,-1,-1,103986,-1,-1,115487,-1,140884,178585,-1,-1,101579,119199,131414,147682,-1,179717,148317,-1,-1
183,E021, Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,IP,121308,-1,-1,135927,-1,-1,140199,-1,-1,107939,-1,-1,107803,-1,-1,97819,108430,125759,168356,-1,-1,153040,-1,-1
184,E021, Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,ME,94200,-1,120292,62779,84423,78936,71622,-1,95223,56359,-1,-1,52097,-1,-1,50325,83556,68144,103033,-1,168067,88034,-1,-1
185,E021, Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,PT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,191263,-1,-1,-1,-1,-1,-1,-1,-1
186,E022, The National Institute of Engineering(SOUTH CAMPUS)  Mysore,CE,118143,-1,151579,128654,197082,182878,144588,-1,-1,114262,-1,118604,148395,-1,-1,90589,95068,108098,125526,197523,191844,153545,186797,-1
187,E022, The National Institute of Engineering(SOUTH CAMPUS)  Mysore,EC,18620,-1,-1,13134,18091,13818,16244,-1,-1,10716,-1,-1,10179,-1,17274,9732,16557,13512,36525,-1,45242,25598,-1,57649
188,E022, The National Institute of Engineering(SOUTH CAMPUS)  Mysore,ME,60447,-1,-1,71307,-1,84970,63357,-1,-1,57077,-1,-1,53016,-1,-1,49303,84394,57795,122668,-1,176133,129990,-1,-1
189,E023, P E S College of Engineering  Mandya,AU,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190,E023, P E S College of Engineering  Mandya,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202225,-1,-1,-1,-1,-1,-1,-1,-1
191,E023, P E S College of Engineering  Mandya,EC,30522,-1,-1,29620,-1,31823,26868,-1,72858,24613,-1,-1,24900,-1,-1,24132,29618,26173,60338,79166,94453,55355,-1,104709
192,E023, P E S College of Engineering  Mandya,EE,54768,-1,125648,76124,-1,98567,46941,-1,-1,48517,-1,-1,47211,-1,-1,43635,-1,46512,90322,-1,97876,125698,-1,-1
193,E023, P E S College of Engineering  Mandya,IP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194,E023, P E S College of Engineering  Mandya,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202993,-1,-1,-1,-1,-1,-1,-1,-1
195,E024, Malnad College of Engineering  Hassan,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,191323,-1,-1,-1,-1,-1,-1,-1,-1
196,E024, Malnad College of Engineering  Hassan,EC,38732,-1,-1,29841,-1,41002,49538,-1,-1,28429,-1,-1,28886,42048,-1,26418,29125,34730,83255,-1,92258,82499,-1,118910
197,E024, Malnad College of Engineering  Hassan,EE,80758,-1,-1,76067,-1,77291,91250,-1,-1,-1,-1,-1,68006,-1,89538,53298,56436,69700,118909,-1,-1,145393,-1,152396
198,E024, Malnad College of Engineering  Hassan,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202495,-1,-1,-1,-1,-1,-1,-1,-1
199,E028, Tontadarya College of Engineering  Gadag,CD,130278,-1,-1,135642,-1,-1,166603,-1,-1,-1,-1,-1,-1,-1,-1,99215,105106,163174,193960,-1,-1,201765,-1,-1
200,E028, Tontadarya College of Engineering  Gadag,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,179135,-1,-1,-1,-1,-1,-1,-1,-1
201,E028, Tontadarya College of Engineering  Gadag,CS,58554,-1,-1,75964,-1,85461,67129,-1,-1,76780,-1,-1,65015,-1,70306,55223,68710,-1,101729,-1,-1,117520,-1,133878
202,E028, Tontadarya College of Engineering  Gadag,EA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161368,188302,-1,164229,-1,-1,-1,-1,-1
203,E028, Tontadarya College of Engineering  Gadag,EC,140133,-1,-1,97785,104942,133450,-1,78088,-1,122567,-1,-1,77042,-1,-1,74239,-1,75281,138928,-1,156828,-1,-1,-1
204,E028, Tontadarya College of Engineering  Gadag,EE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,186387,-1,-1,-1,-1,-1,-1,-1,-1
205,E028, Tontadarya College of Engineering  Gadag,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
206,E029, Maratha Mandal Engineering College  Belgaum,CS,98243,-1,-1,102098,-1,-1,98497,-1,139136,-1,-1,-1,91204,-1,-1,89234,-1,91111,134164,134649,152638,158988,-1,-1
207,E029, Maratha Mandal Engineering College  Belgaum,EC,-1,-1,-1,157817,-1,-1,142633,-1,-1,173295,-1,-1,157378,-1,-1,142111,-1,144641,167613,-1,-1,195468,-1,-1
208,E029, Maratha Mandal Engineering College  Belgaum,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
209,E029, Maratha Mandal Engineering College  Belgaum,RI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201088,-1,-1,-1,-1,-1,-1,-1,-1
210,E031, Basaveshwara Engineering College  Bagalkot,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202768,-1,-1,-1,-1,-1,-1,-1,-1
211,E031, Basaveshwara Engineering College  Bagalkot,CS,24852,-1,-1,18918,-1,23756,26035,-1,-1,17619,-1,21733,17577,18027,-1,16243,16436,17530,40925,42843,45902,40849,-1,57717
212,E031, Basaveshwara Engineering College  Bagalkot,EC,33951,-1,52072,28989,-1,32882,31181,49902,41859,30289,-1,-1,26005,-1,-1,24913,25297,26820,70474,-1,86866,106058,-1,-1
213,E031, Basaveshwara Engineering College  Bagalkot,EE,76748,127537,-1,60239,-1,-1,55468,-1,-1,58660,-1,-1,55963,-1,-1,51122,52350,55876,150902,-1,-1,144035,-1,153967
214,E031, Basaveshwara Engineering College  Bagalkot,IP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,192680,-1,-1,-1,-1,-1,-1,-1,-1
215,E031, Basaveshwara Engineering College  Bagalkot,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,203368,-1,-1,-1,-1,-1,-1,-1,-1
216,E032, R.T.E Socity`s Rural Engineering College  Hulkoti,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217,E032, R.T.E Socity`s Rural Engineering College  Hulkoti,CS,96433,-1,-1,98972,-1,-1,81819,-1,-1,101349,-1,-1,-1,-1,-1,81808,85877,92774,127205,-1,152270,121631,-1,178667
218,E032, R.T.E Socity`s Rural Engineering College  Hulkoti,EC,193787,-1,-1,153248,-1,-1,143640,-1,-1,117933,-1,-1,-1,-1,-1,110071,-1,165258,196367,-1,-1,-1,-1,-1
219,E032, R.T.E Socity`s Rural Engineering College  Hulkoti,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220,E032, R.T.E Socity`s Rural Engineering College  Hulkoti,TX,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
221,E033, Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,159089,-1,-1,-1,-1,-1,-1,-1,-1
222,E033, Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,CS,-1,-1,-1,104431,-1,-1,-1,-1,-1,-1,-1,-1,89450,-1,108440,86110,-1,-1,122938,-1,-1,157210,-1,-1
223,E033, Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,EC,-1,-1,-1,157417,-1,193051,-1,-1,-1,-1,-1,-1,-1,-1,-1,139281,-1,162422,164472,-1,-1,-1,-1,-1
224,E033, Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,EE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182287,-1,-1,-1,-1,-1,-1,-1,-1
225,E033, Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,IE,145123,-1,-1,146365,-1,-1,137566,-1,-1,-1,137840,-1,-1,-1,-1,107682,134970,128547,153374,-1,-1,199197,-1,-1
226,E033, Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,E034, Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,AI,24319,-1,37061,16107,-1,-1,17134,-1,-1,20686,-1,25732,15671,-1,-1,15056,18780,15577,50697,-1,-1,50202,-1,-1
228,E034, Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198623,-1,-1,-1,-1,-1,-1,-1,-1
229,E034, Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,CH,-1,-1,-1,124066,-1,-1,-1,-1,-1,173118,-1,-1,-1,-1,-1,123589,-1,-1,127020,-1,-1,158002,-1,-1
230,E034, Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,CS,13322,-1,-1,14166,-1,15701,-1,-1,-1,13294,-1,-1,13568,-1,-1,12241,16913,14379,37632,42724,45185,29011,-1,67369
231,E034, Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,EC,26625,-1,-1,18901,-1,24207,24954,-1,-1,18468,-1,-1,18857,-1,23443,17568,19346,19982,45804,86304,74312,60755,-1,133384
232,E034, Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,EE,70947,-1,-1,35816,58829,-1,51277,-1,183623,-1,-1,-1,40633,-1,-1,33004,-1,-1,97882,-1,200788,99853,-1,-1
233,E034, Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,IE,-1,-1,-1,15588,-1,16464,19495,-1,-1,17292,-1,-1,14527,-1,-1,14026,19342,14261,46115,-1,93091,51677,-1,-1
234,E034, Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,ME,-1,-1,-1,190927,-1,-1,144962,-1,-1,168845,-1,-1,152450,-1,-1,141570,178314,181602,184846,-1,-1,164700,-1,-1
235,E035," Anjuman Engineering College  Bhatkala, Uttar kannada Dist",CA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200803,-1,-1,-1,-1,-1,-1,-1,-1
236,E035," Anjuman Engineering College  Bhatkala, Uttar kannada Dist",CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,E035," Anjuman Engineering College  Bhatkala, Uttar kannada Dist",CS,-1,-1,-1,160434,-1,-1,-1,-1,-1,139665,-1,-1,-1,-1,-1,128972,-1,165674,187511,-1,-1,154572,-1,-1
238,E035," Anjuman Engineering College  Bhatkala, Uttar kannada Dist",DS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,155249,-1,-1,-1,-1,-1,-1,-1,-1
239,E035," Anjuman Engineering College  Bhatkala, Uttar kannada Dist",EC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202126,-1,-1,-1,-1,-1,-1,-1,-1
240,E035," Anjuman Engineering College  Bhatkala, Uttar kannada Dist",EE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176078,-1,-1,-1,-1,-1,-1,-1,-1
241,E035," Anjuman Engineering College  Bhatkala, Uttar kannada Dist",ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
242,E036, KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,BM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,188277,-1,-1,-1,-1,-1,-1,-1,-1
243,E036, KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,187389,-1,-1,-1,-1,-1,-1,-1,-1
244,E036, KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,CF,36988,-1,-1,29488,-1,44479,-1,-1,-1,35493,-1,-1,22954,-1,-1,19844,25677,24969,99343,-1,-1,69378,-1,-1
245,E036, KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,CH,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,192333,-1,-1,-1,-1,-1,-1,-1,-1
246,E036, KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,CS,18094,-1,-1,21374,22558,24870,24323,-1,-1,22510,-1,-1,19990,-1,21944,17632,18239,20503,52588,58405,72081,59581,-1,64640
247,E036, KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,EC,28791,-1,-1,27953,-1,30969,28991,-1,-1,27976,-1,-1,24069,-1,-1,23766,23853,25565,86846,90783,97186,121504,-1,150538
248,E036, KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,EE,85852,-1,-1,63724,-1,73770,-1,-1,-1,95734,-1,-1,52402,-1,61225,51169,54504,59086,174078,-1,-1,163888,-1,-1
249,E036, KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum,ME,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202659,-1,-1,-1,-1,-1,-1,-1,-1
250,E037, K.L.S. Gogte Institute of Technology  Belgaum,AE,-1,-1,-1,97301,-1,-1,-1,-1,-1,145847,-1,-1,87192,-1,-1,79851,-1,103804,170298,-1,-1,103975,-1,-1
251,E037, K.L.S. Gogte Institute of Technology  Belgaum,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,199223,-1,-1,-1,-1,-1,-1,-1,-1
252,E037, K.L.S. Gogte Institute of Technology  Belgaum,CS,16170,-1,-1,12919,13643,13982,20323,-1,-1,13528,-1,-1,11186,-1,14306,10633,12667,13314,37794,39755,50139,31101,-1,59394
253,E037, K.L.S. Gogte Institute of Technology  Belgaum,EC,23496,-1,-1,20221,21747,23947,23171,-1,36014,19687,-1,-1,19730,-1,-1,18625,19889,21669,62416,65398,74985,82616,-1,112345
254,E037, K.L.S. Gogte Institute of Technology  Belgaum,EE,53768,73792,80293,48777,-1,-1,67786,-1,78841,56591,-1,-1,37369,-1,43081,34350,38226,39373,146262,-1,-1,175108,-1,-1
255,E037, K.L.S. Gogte Institute of Technology  Belgaum,IE,25250,-1,-1,18060,-1,21033,21253,-1,-1,17625,-1,24433,16546,-1,19979,15910,16654,19530,63124,82208,97771,65241,74622,-1
256,E037, K.L.S. Gogte Institute of Technology  Belgaum,ME,-1,-1,-1,-1,-1,-1,181384,-1,-1,-1,-1,-1,181242,-1,-1,178710,193109,185211,187882,-1,-1,-1,-1,-1
257,E038, B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,CA,65179,-1,-1,50065,-1,85357,64197,-1,-1,-1,-1,-1,48350,-1,-1,43100,-1,69671,68973,-1,-1,116785,-1,-1
258,E038, B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202941,-1,-1,-1,-1,-1,-1,-1,-1
259,E038, B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,CS,43056,-1,-1,36698,36995,36895,35323,-1,-1,50939,-1,-1,33693,-1,35333,30796,32459,34776,56677,63638,70545,73164,-1,-1
260,E038, B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,DS,88780,-1,-1,66479,-1,82833,59303,-1,-1,64198,104662,-1,-1,-1,-1,58849,-1,59474,97197,-1,97303,196506,-1,-1
261,E038, B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur,EC,50410,-1,-1,56160,58135,68350,53957,-1,-1,-1,-1,-1,45503,-1,62120,45145,46113,50815,98846,-1,145757,169474,-1,-1
