,InstituteId,InstituteName,BranchCode,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
69,E007, Dayananda Sagar College of Engineering  Bangalore,EI,0,0,0,50368,0,54615,0,0,0,0,0,0,38173,0,0,35307,80031,51628,131533,0,0,0,0,0
70,E007, Dayananda Sagar College of Engineering  Bangalore,ET,34582,0,0,35854,0,0,66062,0,0,27512,0,0,32967,0,37500,27256,44371,35610,109012,0,157513,194762,0,0
71,E007, Dayananda Sagar College of Engineering  Bangalore,IC,13387,0,0,13363,0,16370,12789,0,0,12020,0,0,10689,36677,0,10560,0,14165,45334,0,74186,44487,0,0
72,E007, Dayananda Sagar College of Engineering  Bangalore,IE,8972,0,0,9383,13778,10280,10482,0,0,6875,0,0,8574,0,8933,6665,11255,7832,29150,37900,35989,31642,0,48268
73,E007, Dayananda Sagar College of Engineering  Bangalore,MD,108016,0,0,109480,0,0,89193,0,0,83838,0,0,148624,0,0,83455,0,137976,195572,0,0,0,0,0
74,E007, Dayananda Sagar College of Engineering  Bangalore,ME,0,0,0,106692,124440,0,0,0,0,0,0,0,0,0,153843,77609,99189,111055,156168,0,0,146361,0,0
75,E007, Dayananda Sagar College of Engineering  Bangalore,RI,23418,0,0,29348,0,0,31687,0,0,18390,0,0,16860,0,0,15790,0,27621,63732,0,111263,80209,0,0
76,E008, Bangalore Institute of Technology  Bangalore,AI,0,0,0,9468,0,14356,0,0,0,9959,23188,0,9117,0,0,8627,0,11392,38381,0,50262,43873,0,0
77,E008, Bangalore Institute of Technology  Bangalore,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201569,0,0,0,0,0,0,0,0
78,E008, Bangalore Institute of Technology  Bangalore,CS,8862,0,10875,10449,12687,10950,10142,0,0,7311,0,8395,7483,0,8643,6708,8086,8380,30194,34685,31929,28628,34475,37440
79,E008, Bangalore Institute of Technology  Bangalore,DS,10587,0,14390,14240,0,0,13199,0,42229,11016,0,0,12567,0,0,10325,19877,0,36358,0,0,0,0,0
80,E008, Bangalore Institute of Technology  Bangalore,EC,0,0,0,20301,23762,26676,23327,0,0,16386,0,0,18773,0,22772,15028,22349,18654,58467,88434,76164,62319,0,68925
81,E008, Bangalore Institute of Technology  Bangalore,EE,54740,0,0,39634,0,44654,66602,0,0,37828,0,51258,0,0,0,36799,0,39899,98964,132952,0,0,0,0
82,E008, Bangalore Institute of Technology  Bangalore,EI,50725,0,0,50551,0,0,77922,0,0,0,0,0,44974,0,0,40008,63787,46899,133084,0,0,172961,0,0
83,E008, Bangalore Institute of Technology  Bangalore,ET,35151,0,0,32963,0,48703,60401,0,0,28954,0,0,38514,0,0,28167,95957,37710,103623,0,0,0,0,0
84,E008, Bangalore Institute of Technology  Bangalore,EV,52925,0,0,38493,0,0,66508,0,0,33973,0,0,0,0,0,30188,0,39939,137099,0,0,0,0,0
85,E008, Bangalore Institute of Technology  Bangalore,IC,15140,0,0,17214,0,29428,14890,0,0,16644,0,0,14188,0,0,13217,0,19192,62526,0,83588,120714,0,0
86,E008, Bangalore Institute of Technology  Bangalore,IE,9404,0,0,12535,15948,12940,9976,0,0,9309,0,0,9386,0,11800,9132,0,11664,44407,57533,56120,40080,0,70681
87,E008, Bangalore Institute of Technology  Bangalore,ME,136998,0,0,164024,0,0,0,0,0,126538,0,0,129298,0,0,123132,148211,145230,188517,0,0,0,0,0
88,E008, Bangalore Institute of Technology  Bangalore,RI,27073,0,49066,31112,0,0,32642,0,172365,21655,0,0,26888,0,0,21426,50409,37067,65304,0,0,199258,0,0
89,E009, P E S University (Ring Road Campus)  Bangalore,AM,4951,0,0,5726,24225,7969,6962,67515,19717,3334,0,7222,4061,0,7080,2733,12214,5792,33639,40588,49932,43763,0,60671
90,E009, P E S University (Ring Road Campus)  Bangalore,BB,14394,0,15889,10095,20104,13113,10391,0,28670,6592,0,9836,8209,0,10785,5898,18121,9032,44284,53958,76457,48914,88652,60206
91,E009, P E S University (Ring Road Campus)  Bangalore,BJ,0,0,0,21226,0,0,20477,0,0,18207,94962,0,0,0,0,15006,0,19595,58173,0,102640,71453,0,0
92,E009, P E S University (Ring Road Campus)  Bangalore,BO,74805,0,0,41433,100761,0,76783,0,0,28709,0,0,63150,0,0,24273,0,36296,86894,0,0,138596,0,0
93,E009, P E S University (Ring Road Campus)  Bangalore,BW,3396,7536,4806,4139,6704,5546,5373,0,5664,1903,0,3481,2367,6210,4323,1643,4618,3246,18065,33986,28661,18416,22191,30839
94,E009, P E S University (Ring Road Campus)  Bangalore,DB,0,0,0,33462,0,88615,0,0,0,36277,0,0,57811,0,0,29905,112195,32781,86170,0,146267,113485,0,0
95,E011, M V J College of Engineering  Bangalore,AE,0,0,0,186044,0,0,150179,0,0,136299,0,0,144394,0,0,134699,151219,160575,179300,0,0,181936,0,0
96,E011, M V J College of Engineering  Bangalore,AI,31618,0,0,31751,0,39385,0,0,0,0,0,0,28238,35198,0,27539,0,31874,74160,0,92579,58707,0,0
97,E011, M V J College of Engineering  Bangalore,CD,74166,92112,0,56152,0,56237,0,0,99025,39224,0,0,43938,56665,0,38092,0,47001,98777,0,153879,194619,0,0
98,E011, M V J College of Engineering  Bangalore,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194898,0,0,0,0,0,0,0,0
99,E011, M V J College of Engineering  Bangalore,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191424,0,0,0,0,0,0,0,0
100,E011, M V J College of Engineering  Bangalore,CS,28172,0,0,27155,0,27753,29143,0,0,24497,0,0,23089,0,26658,21787,26871,26367,54080,60132,61160,53374,0,57366
101,E011, M V J College of Engineering  Bangalore,DS,31291,0,0,35796,0,40397,35106,0,0,33323,0,0,29373,0,0,28780,0,30524,81544,0,0,127011,0,0
102,E011, M V J College of Engineering  Bangalore,EB,75378,0,0,70180,0,0,77009,0,0,65248,0,145039,74750,0,0,65201,89495,67348,129686,0,0,153772,0,0
103,E011, M V J College of Engineering  Bangalore,EC,45816,0,0,47912,52444,49747,56157,0,0,41497,0,0,42511,0,49821,39137,41789,47192,96972,180959,136718,141383,0,0
104,E011, M V J College of Engineering  Bangalore,EE,123538,0,170344,107852,0,0,142936,0,0,0,0,0,0,0,0,88669,0,110135,136100,0,0,108123,0,0
105,E011, M V J College of Engineering  Bangalore,EV,0,0,0,115267,0,0,113332,0,0,0,0,0,0,0,0,97252,0,149091,174965,0,0,0,0,0
106,E011, M V J College of Engineering  Bangalore,IE,30995,0,0,30965,33812,32153,0,0,0,27971,0,0,27882,0,0,26640,27584,30400,77260,0,79780,83374,0,175821
107,E011, M V J College of Engineering  Bangalore,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200575,0,0,0,0,0,0,0,0
108,E011, M V J College of Engineering  Bangalore,OT,144346,0,0,165412,0,0,0,0,0,147443,0,0,0,0,0,127346,0,0,0,0,0,0,0,0
109,E011, M V J College of Engineering  Bangalore,SE,152877,0,0,190956,0,0,0,0,0,0,0,0,134602,0,0,130418,0,193567,189765,0,0,191552,0,0
110,E012," Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,",AI,21699,0,0,22896,26111,0,28584,0,0,16996,0,21508,20071,0,0,16922,20276,19430,45684,0,0,37779,0,0
111,E012," Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,",BT,0,0,0,0,0,0,130135,0,0,105651,0,0,99512,0,0,91436,0,150967,117899,0,179026,171573,0,0
112,E012," Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199356,0,0,0,0,0,0,0,0
113,E012," Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,",CS,14995,0,0,14832,19262,16872,17299,0,0,14017,0,0,15065,0,16126,13629,14669,15839,37542,49525,49893,35529,0,39361
114,E012," Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,",EC,29046,0,0,27373,0,30430,32511,0,0,23563,0,0,23239,29058,33911,22862,23852,25855,65883,0,89360,73786,0,81814
115,E012," Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,",EE,65301,0,81762,66439,77251,76514,91260,0,154703,58167,0,0,56312,0,0,53720,0,57294,134223,0,0,142196,0,0
116,E012," Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,",IC,25908,70313,0,27182,0,55840,29965,0,0,24008,0,0,29053,0,0,22976,0,32410,77316,0,194633,31776,0,0
117,E012," Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,",IE,0,0,0,18861,0,20857,26461,0,0,16978,0,19014,17521,0,0,16682,24139,18061,51082,0,75600,64874,0,86703
118,E012," Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197311,0,0,0,0,0,0,0,0
119,E012," Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,",TC,102946,0,0,54917,167371,0,97099,0,0,50498,0,0,60747,0,0,46764,110048,66556,163354,0,0,178455,0,0
120,E013, Ghousia Engineering College  Ramanagara,AI,162028,0,0,144833,0,0,0,0,0,0,0,0,0,0,0,135641,181268,0,149082,0,0,0,0,0
121,E013, Ghousia Engineering College  Ramanagara,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,E013, Ghousia Engineering College  Ramanagara,CS,164703,0,0,110375,138149,142729,90121,0,0,87576,0,0,102390,0,0,83750,95924,96208,126171,150302,191180,127434,0,0
123,E013, Ghousia Engineering College  Ramanagara,CY,0,0,0,0,0,0,0,0,0,179215,0,0,0,0,0,138719,0,196596,0,0,0,0,0,0
124,E013, Ghousia Engineering College  Ramanagara,EC,0,0,0,158150,0,0,145911,0,0,0,0,0,178405,0,0,133246,0,151202,182680,0,0,0,0,0
125,E013, Ghousia Engineering College  Ramanagara,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200437,0,0,0,0,0,0,0,0
126,E013, Ghousia Engineering College  Ramanagara,IE,0,0,0,176041,0,0,125527,0,0,0,0,0,0,0,0,123512,0,126693,138044,0,200913,128407,0,0
127,E013, Ghousia Engineering College  Ramanagara,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,E014, S J C Institute of Technology  Chickballapur,AD,48304,0,0,58030,0,73493,53373,0,0,50884,61295,0,54679,0,0,45074,0,0,78794,0,114992,89079,0,0
129,E014, S J C Institute of Technology  Chickballapur,AE,0,0,109379,129833,0,0,97329,0,0,0,0,0,152444,0,0,84933,0,0,92419,0,0,0,0,0
130,E014, S J C Institute of Technology  Chickballapur,CA,52060,0,0,68580,0,68906,47205,128768,0,48071,0,0,44874,0,0,44510,0,56345,85330,0,131999,0,0,0
131,E014, S J C Institute of Technology  Chickballapur,CD,98650,0,0,78742,0,0,0,0,0,75063,0,79040,84536,0,0,72485,0,78914,123248,0,0,102957,0,0
132,E014, S J C Institute of Technology  Chickballapur,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188773,0,0,0,0,0,0,0,0
133,E014, S J C Institute of Technology  Chickballapur,CK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,E014, S J C Institute of Technology  Chickballapur,CS,57507,0,0,38527,53001,50579,32168,0,0,31693,0,0,37933,0,41775,29701,43105,35551,67573,0,93816,53283,0,87237
135,E014, S J C Institute of Technology  Chickballapur,EC,72063,0,0,70477,0,80109,68096,0,0,62854,0,0,83875,0,0,58271,88426,64266,112241,116392,148678,98308,0,117347
136,E014, S J C Institute of Technology  Chickballapur,IE,0,0,0,48543,0,68128,53882,0,0,0,0,0,46630,0,56595,41686,60544,53319,106157,157057,128289,118841,0,124337
137,E014, S J C Institute of Technology  Chickballapur,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168153,0,0,0,0,0,0,0,0
138,E014, S J C Institute of Technology  Chickballapur,SE,162246,0,0,0,0,0,178767,0,0,120776,0,0,0,0,0,103081,0,111010,0,0,0,0,0,0
139,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,CA,170710,0,0,123901,0,0,114030,0,0,113865,0,0,135616,0,0,108653,0,113345,134235,195576,0,166390,0,0
140,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196132,0,0,0,0,0,0,0,0
141,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,CS,116661,0,0,126154,144854,0,89001,0,0,92515,0,0,101339,0,0,88788,88819,106263,145356,0,179674,160197,0,0
142,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,EC,151700,0,0,183265,0,0,137126,0,0,136959,0,0,0,0,0,133831,0,194133,169560,0,0,187563,0,0
143,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200804,0,0,202308,0,0,0,0,0
144,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201185,0,0,0,0,0,0,0,0
145,E015, Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,mn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202402,0,0,0,0,0,0,0,0
146,E016, Siddaganga Institute of Technology  Tumkur,AD,22999,0,0,12672,0,17133,15231,0,0,13425,0,0,11606,0,0,11265,19100,11949,32495,0,79620,0,0,0
