,InstituteId,InstituteName,Institution,CourseName,Course,Location,City,BranchCode,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,AvgCutoffRank,Category-1_min,Category-1_max,Category-2A_min,Category-2A_max,Category-2B_min,Category-2B_max,Category-3A_min,Category-3A_max,Category-3B_min,Category-3B_max,Category-GM_min,Category-GM_max,Category-SC_min,Category-SC_max,Category-ST_min,Category-ST_max
518,E087,Vivekananada Institute of Technology  Bangalore,Vivekananada Institute of Technology  Bangalore [E087],Computers Science And Engineering,Computers Science And Engineering [CS],"Kumbalagodu, Bengaluru",Bengaluru,CS,54243,0,0,59624,0,70876,0,0,0,52355,0,0,53051,0,0,50634,0,52881,85136,109484,97860,95003,0,99042,73349,54243,54243,59624,70876,0,0,52355,52355,53051,53051,50634,52881,85136,109484,95003,99042
1002,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,","Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Computers Science And Engineering,Computers Science And Engineering [CS],"Moodabidri, Dakshina Kannada",Dakshina Kannada,CS,59450,0,64446,70690,73339,75153,68304,0,0,60746,0,0,53143,0,0,47514,51873,60156,92614,95921,129196,102199,0,0,73649,59450,64446,70690,75153,68304,68304,60746,60746,53143,53143,47514,60156,92614,129196,102199,102199
94,E009,P E S University (Ring Road Campus)  Bangalore,P E S University (Ring Road Campus)  Bangalore [E009],B TECH IN MECHANICAL ENGINEERING,B TECH IN MECHANICAL ENGINEERING [DB],"Banashankari, Bengaluru",Bengaluru,DB,0,0,0,33462,0,88615,0,0,0,36277,0,0,57811,0,0,29905,112195,32781,86170,0,146267,113485,0,0,73696,0,0,33462,88615,0,0,36277,36277,57811,57811,29905,112195,86170,146267,113485,113485
1027,E173,Sai Vidya Institute of Technology  Bangalore,Sai Vidya Institute of Technology  Bangalore [E173],Information Science and Engineering,Information Science and Engineering [IE],"Rajanukunte, Bengaluru",Bengaluru,IE,49814,0,61702,53462,0,54780,56780,0,0,44505,0,0,45947,0,0,43969,47803,50506,126830,0,141560,182934,0,0,73891,49814,61702,53462,54780,56780,56780,44505,44505,45947,45947,43969,50506,126830,141560,182934,182934
44,E006,M S Ramaiah Institute of Technology  Bangalore,M S Ramaiah Institute of Technology  Bangalore [E006],Civil Engineering,Civil Engineering [CE],"MSRIT Post,Bengaluru",Bengaluru,CE,0,0,0,47132,0,118724,63075,0,0,61630,0,0,62755,0,0,44361,0,56618,74724,0,161528,49287,0,0,73983,0,0,47132,118724,63075,63075,61630,61630,62755,62755,44361,56618,74724,161528,49287,49287
645,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Electronics  Engineering(VLSI Design Technology),Electronics  Engineering(VLSI Design Technology) [EV],"Yelahanka, Bengaluru",Bengaluru,EV,0,0,0,46385,0,163023,72822,0,0,36712,0,0,44480,0,0,36392,43512,61443,164660,0,0,0,0,0,74381,0,0,46385,163023,72822,72822,36712,36712,44480,44480,36392,61443,164660,164660,0,0
1411,E283,University of Mysore  Mysore,University of Mysore  Mysore [E283],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],Mysore,Mysore,AI,63238,0,0,67171,0,0,58604,0,109561,56712,0,0,62392,0,0,52123,88517,0,88501,0,0,53638,119265,0,74520,63238,63238,67171,67171,58604,109561,56712,56712,62392,62392,52123,88517,88501,88501,53638,119265
1268,E232,Reva University  Bangalore,Reva University  Bangalore [E232],B TECH IN ROBOTICS AND AUTOMATION,B TECH IN ROBOTICS AND AUTOMATION [DF],"Yelahanka, Bengaluru",Bengaluru,DF,0,0,0,66289,0,0,42298,131384,0,43731,0,76936,44988,0,0,41612,103888,0,120202,0,0,0,0,0,74592,0,0,66289,66289,42298,131384,43731,76936,44988,44988,41612,103888,120202,120202,0,0
775,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi","Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi [E128]",Artificial Intelligence And Data Science,Artificial Intelligence And Data Science [AD],"Brahmpur, Gulbarga",Gulbarga,AD,0,0,0,58183,87705,0,60466,120142,0,0,0,0,0,0,0,45677,0,61820,89754,0,0,0,0,0,74821,0,0,58183,87705,60466,120142,0,0,0,0,45677,61820,89754,89754,0,0
191,E023,P E S College of Engineering  Mandya,P E S College of Engineering  Mandya [E023],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"PES Engineering College Rd, Mandya",Mandya,EE,54768,0,125648,76124,0,98567,46941,0,0,48517,0,0,47211,0,0,43635,0,46512,90322,0,97876,125698,0,0,75151,54768,125648,76124,98567,46941,46941,48517,48517,47211,47211,43635,46512,90322,97876,125698,125698
1196,E209,Jyothi Institute of Technology  Bangalore,Jyothi Institute of Technology  Bangalore [E209],Computers Science And Engineering,Computers Science And Engineering [CS],"Thathaguni, Bengaluru",Bengaluru,CS,44797,0,0,54264,58459,73968,46855,0,0,41397,0,0,45566,0,52756,37390,54033,47962,107844,112207,171356,109472,0,146027,75272,44797,44797,54264,73968,46855,46855,41397,41397,45566,52756,37390,54033,107844,171356,109472,146027
1315,E240,"Dayananda Sagar University  Hosur Road, Bangalore","Dayananda Sagar University  Hosur Road, Bangalore [E240]",B TECH IN COMPUTER SCIENCE AND TECHNOLOGY,B TECH IN COMPUTER SCIENCE AND TECHNOLOGY [BQ],"Hosur,Bengaluru",Bengaluru,BQ,0,0,0,39435,0,57192,0,0,0,0,132936,0,34974,0,0,34407,0,44769,115026,0,0,143475,0,0,75276,0,0,39435,57192,0,0,132936,132936,34974,34974,34407,44769,115026,115026,143475,143475
444,E075,Ballari Institute of Technology and Management  Near Allipur Bellary,Ballari Institute of Technology and Management  Near Allipur Bellary [E075],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Near Allipur, Bellary",Bellary,AI,53166,0,0,53819,0,78768,51957,0,109477,59109,0,0,59895,0,0,41790,66151,59869,79999,0,184177,81150,0,0,75332,53166,53166,53819,78768,51957,109477,59109,59109,59895,59895,41790,66151,79999,184177,81150,81150
1329,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Automation and Robotics Engineering,Automation and Robotics Engineering [RO],Dharwad,Dharwad,RO,116665,0,0,35809,0,0,54855,0,0,67452,0,0,35341,0,0,31587,56991,56727,107460,0,156663,109553,0,0,75373,116665,116665,35809,35809,54855,54855,67452,67452,35341,35341,31587,56991,107460,156663,109553,109553
810,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.","Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt. [E134]",Computers Science And Engineering,Computers Science And Engineering [CS],"Laxmeshwara, Gadag",Gadag,CS,0,0,0,42505,0,60201,67600,0,0,99724,0,0,0,0,0,41021,55697,51121,98739,98101,117286,97689,0,0,75425,0,0,42505,60201,67600,67600,99724,99724,0,0,41021,55697,98101,117286,97689,97689
1337,E254,A J Institute Of Engineering And Technology  MANGALORE,A J Institute Of Engineering And Technology  MANGALORE [E254],Artificial Intelligence And Data Science,Artificial Intelligence And Data Science [AD],"Mangalore, Dakshina Kannada",Dakshina Kannada,AD,82731,0,0,77460,0,0,0,0,0,74686,0,75887,0,0,0,58404,59004,59311,59463,0,0,132612,0,0,75506,82731,82731,77460,77460,0,0,74686,75887,0,0,58404,59311,59463,59463,132612,132612
82,E008,Bangalore Institute of Technology  Bangalore,Bangalore Institute of Technology  Bangalore [E008],Electronics and Instrumentation Engineering,Electronics and Instrumentation Engineering [EI],"Basavanagudi, Bengaluru",Bengaluru,EI,50725,0,0,50551,0,0,77922,0,0,0,0,0,44974,0,0,40008,63787,46899,133084,0,0,172961,0,0,75656,50725,50725,50551,50551,77922,77922,0,0,44974,44974,40008,63787,133084,133084,172961,172961
613,E102,DONBOSCO Institute of Technology  Bangalore,DONBOSCO Institute of Technology  Bangalore [E102],Artificial Intelligence And Data Science,Artificial Intelligence And Data Science [AD],"Kumbalgodu,Bengaluru",Bengaluru,AD,68273,0,0,57291,0,0,49806,0,59049,44115,0,0,45065,0,0,40398,0,52783,86453,0,123430,131093,0,151405,75763,68273,68273,57291,57291,49806,59049,44115,44115,45065,45065,40398,52783,86453,123430,131093,151405
329,E048,"B M S College of Engineering  Basavanagudi,Bangalore","B M S College of Engineering  Basavanagudi,Bangalore [E048]",Medical Electronics,Medical Electronics [MD],"Basavanagudi,Bengaluru",Bengaluru,MD,44631,0,0,67012,0,133854,78472,0,0,37125,0,0,46295,0,0,34746,0,70508,112046,0,133969,0,0,0,75865,44631,44631,67012,133854,78472,78472,37125,37125,46295,46295,34746,70508,112046,133969,0,0
1393,E274,"Government Engineering College  Moselehosahalli,Hassan","Government Engineering College  Moselehosahalli,Hassan [E274]",Computers Science And Engineering,Computers Science And Engineering [CS],"Moselehosahalli,Hassan",Hassan,CS,69536,0,0,67335,0,70610,90497,0,0,60092,0,0,73139,0,80649,55592,61099,57603,79726,0,94295,97877,0,105237,75949,69536,69536,67335,70610,90497,90497,60092,60092,73139,80649,55592,61099,79726,94295,97877,105237
498,E083,H.K.B.K.College of Engineering  Bangalore,H.K.B.K.College of Engineering  Bangalore [E083],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Nagavara, Bengaluru",Bengaluru,AI,65672,0,0,70988,0,0,0,0,0,56295,0,78293,0,0,0,55482,64716,58940,113417,0,0,120347,0,0,76016,65672,65672,70988,70988,0,0,56295,78293,0,0,55482,64716,113417,113417,120347,120347
265,E040,"Hira Sugar Institute of Technology  Belagavi District,","Hira Sugar Institute of Technology  Belagavi District, [E040]",Computers Science And Engineering,Computers Science And Engineering [CS],"Nidasoshi, Belgaum",Belgaum,CS,0,0,0,77541,80468,0,83866,0,0,58643,0,0,55702,0,57645,53523,53952,56952,114358,0,0,145073,0,0,76156,0,0,77541,80468,83866,83866,58643,58643,55702,57645,53523,56952,114358,114358,145073,145073
22,E004,Dr. Ambedkar Institute Of Technology  Bangalore,Dr. Ambedkar Institute Of Technology  Bangalore [E004],Electronics and Telecommunication Engineering,Electronics and Telecommunication Engineering [ET],"Near Gnana Bharathi, Bengaluru",Bengaluru,ET,76834,0,0,50406,0,52790,83978,0,0,46903,0,0,52316,82972,0,45231,62418,51672,117447,0,0,190978,0,0,76162,76834,76834,50406,52790,83978,83978,46903,46903,52316,82972,45231,62418,117447,117447,190978,190978
1338,E254,A J Institute Of Engineering And Technology  MANGALORE,A J Institute Of Engineering And Technology  MANGALORE [E254],"Computer Science Engineering-AI, Machine Learning","Computer Science Engineering-AI, Machine Learning [CA]","Mangalore, Dakshina Kannada",Dakshina Kannada,CA,120520,0,0,64964,73517,65113,57173,0,0,0,0,0,62049,0,0,52732,70814,60796,158375,0,0,54331,0,0,76398,120520,120520,64964,73517,57173,57173,0,0,62049,62049,52732,70814,158375,158375,54331,54331
656,E106,East West Institute of Technology  Bangalore,East West Institute of Technology  Bangalore [E106],Information Science and Engineering,Information Science and Engineering [IE],"Yelahanka, Bengaluru",Bengaluru,IE,66226,0,0,58168,68237,60697,73782,0,0,51777,0,60829,50959,0,0,50511,53548,56067,119037,0,151805,150590,0,0,76588,66226,66226,58168,68237,73782,73782,51777,60829,50959,50959,50511,56067,119037,151805,150590,150590
590,E098,Atria Institute of Technology  Bangalore,Atria Institute of Technology  Bangalore [E098],Information Science and Engineering,Information Science and Engineering [IE],"Hebbal, Bengaluru",Bengaluru,IE,47974,0,0,41917,62083,46400,41561,0,0,39564,0,48976,41158,0,0,38535,52079,46264,109636,186346,168327,182309,0,0,76875,47974,47974,41917,62083,41561,41561,39564,48976,41158,41158,38535,52079,109636,186346,182309,182309
499,E083,H.K.B.K.College of Engineering  Bangalore,H.K.B.K.College of Engineering  Bangalore [E083],Computers Science And Engineering,Computers Science And Engineering [CS],"Nagavara, Bengaluru",Bengaluru,CS,48508,0,0,52694,0,76791,47674,0,0,48527,0,0,47876,0,59597,44217,47151,47290,86036,112437,113767,119406,133264,145619,76928,48508,48508,52694,76791,47674,47674,48527,48527,47876,59597,44217,47290,86036,113767,119406,145619
1289,E237,"Presidency University  Yelahanka, Bangalore","Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER SCIENCE AND ENGINEERING,B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW],"Yelahanka,Bengaluru",Bengaluru,BW,49332,55395,55528,50719,71643,67494,46616,0,56254,42532,54409,51384,46404,52057,50943,38551,49569,48786,112716,147941,156554,134399,181714,148968,76952,49332,55528,50719,71643,46616,56254,42532,54409,46404,52057,38551,49569,112716,156554,134399,181714
1238,E220,Alliance University  Bangalore,Alliance University  Bangalore [E220],B TECH IN INFORMATION TECHNOLOGY,B TECH IN INFORMATION TECHNOLOGY [CW],"Anekal, Bengaluru",Bengaluru,CW,77521,0,0,68119,0,0,0,0,0,0,0,65379,59256,0,0,57901,86600,63522,139232,0,0,0,0,0,77191,77521,77521,68119,68119,0,0,65379,65379,59256,59256,57901,86600,139232,139232,0,0
842,E142,"Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist. [E142]",Information Science and Engineering,Information Science and Engineering [IE],"Nagamangala ,Mandya",Mandya,IE,0,0,0,65773,0,74471,58128,0,0,45233,0,0,52513,0,0,44423,56524,45897,151820,0,0,177216,0,0,77199,0,0,65773,74471,58128,58128,45233,45233,52513,52513,44423,56524,151820,151820,177216,177216
1418,E286,"BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore","BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore [E286]",Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],Bengaluru,Bengaluru,AI,44804,0,0,48126,0,0,55969,0,87510,42257,0,48618,49265,0,0,40390,81485,46724,120231,180743,0,163058,0,0,77629,44804,44804,48126,48126,55969,87510,42257,48618,49265,49265,40390,81485,120231,180743,163058,163058
884,E149,Cambridge Institutute of Technology  Bangalore,Cambridge Institutute of Technology  Bangalore [E149],"CS-Internet of things,Cyber Security(Block Chain)","CS-Internet of things,Cyber Security(Block Chain) [IC]","Chikkabasavanapura, Bengaluru",Bengaluru,IC,62144,0,0,51118,0,103093,57184,0,0,39636,158539,0,0,0,0,39435,0,56089,133056,0,0,0,0,0,77810,62144,62144,51118,103093,57184,57184,39636,158539,0,0,39435,56089,133056,133056,0,0
446,E075,Ballari Institute of Technology and Management  Near Allipur Bellary,Ballari Institute of Technology and Management  Near Allipur Bellary [E075],Computer Science Engineering-Artificial Intel.,Computer Science Engineering-Artificial Intel. [CF],"Near Allipur, Bellary",Bellary,CF,0,0,0,67888,0,0,59918,0,0,64594,0,0,58612,0,72362,51135,0,52590,86943,0,152491,111924,0,0,77845,0,0,67888,67888,59918,59918,64594,64594,58612,72362,51135,52590,86943,152491,111924,111924
291,E044,Bheemanna Khandre Institute of Technology  Bhalki,Bheemanna Khandre Institute of Technology  Bhalki [E044],Computers Science And Engineering,Computers Science And Engineering [CS],"Bhalki, Bidar",Bidar,CS,64758,0,0,72392,0,0,0,0,0,0,0,0,0,0,0,52140,0,60824,79381,108797,109416,0,0,0,78244,64758,64758,72392,72392,0,0,0,0,0,0,52140,60824,79381,109416,0,0
1081,E185,Angadi Institute of Technology and Management  Belgaum,Angadi Institute of Technology and Management  Belgaum [E185],Computers Science And Engineering,Computers Science And Engineering [CS],Belgaum,Belgaum,CS,70601,0,0,62842,64544,72474,60456,0,0,69927,0,0,57650,0,63905,55195,55569,63367,119285,0,137640,95194,0,126240,78325,70601,70601,62842,72474,60456,60456,69927,69927,57650,63905,55195,63367,119285,137640,95194,126240
575,E096,East Point College of Engineering and Technology  Bangalore,East Point College of Engineering and Technology  Bangalore [E096],Information Science and Engineering,Information Science and Engineering [IE],"Virgo Nagar, Bengaluru",Bengaluru,IE,58320,0,68403,58886,74890,65139,56218,0,0,52284,0,0,55176,0,59312,51620,60364,53985,117142,0,153045,190355,0,0,78342,58320,68403,58886,74890,56218,56218,52284,52284,55176,59312,51620,60364,117142,153045,190355,190355
511,E086,"Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore","Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore [E086]",Computers Science And Engineering,Computers Science And Engineering [CS],"Anekal,Bengaluru",Bengaluru,CS,64117,0,0,62753,0,70875,55838,0,0,55414,0,0,60842,0,0,55180,66778,57448,101289,117075,109135,108897,0,111906,78396,64117,64117,62753,70875,55838,55838,55414,55414,60842,60842,55180,66778,101289,117075,108897,111906
1364,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE","Maharaja Institute of Technology  THANDAVAPURA, MYSORE [E258]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Thandavapura, Mysore",Mysore,EC,62888,0,0,63425,0,0,98436,0,0,61632,0,0,56990,0,0,56935,102832,64818,111431,0,115872,67396,0,0,78423,62888,62888,63425,63425,98436,98436,61632,61632,56990,56990,56935,102832,111431,115872,67396,67396
1435,E292,Government Engineering College  Bidar,Government Engineering College  Bidar [E292],Computers Science And Engineering,Computers Science And Engineering [CS],Bidar,Bidar,CS,73510,0,0,68148,0,106138,0,0,0,0,0,0,65525,0,0,49040,0,51763,85410,0,119334,80036,0,87360,78626,73510,73510,68148,106138,0,0,0,0,65525,65525,49040,51763,85410,119334,80036,87360
505,E085,"APS College of Engineering  Somanahalli, Bangalore","APS College of Engineering  Somanahalli, Bangalore [E085]",Computers Science And Engineering,Computers Science And Engineering [CS],Bengaluru,Bengaluru,CS,56504,0,0,65827,0,67293,0,0,0,0,0,0,59595,0,0,54347,0,56541,0,126891,86471,96664,0,118730,78886,56504,56504,65827,67293,0,0,0,0,59595,59595,54347,56541,86471,126891,96664,118730
567,E095,AMC Engineering College  Bangalore,AMC Engineering College  Bangalore [E095],Information Science and Engineering,Information Science and Engineering [IE],"Bannerghatta Main Rd, Bengaluru",Bengaluru,IE,42472,0,0,49765,72867,60020,48367,0,0,42942,0,0,43437,0,48981,41700,50184,48575,127347,158931,132755,146533,0,154578,79340,42472,42472,49765,72867,48367,48367,42942,42942,43437,48981,41700,50184,127347,158931,146533,154578
1172,E205,"ATME College of Engineering  Varun  hobli,Mysore","ATME College of Engineering  Varun  hobli,Mysore [E205]","Computer Science Engineering-AI, Machine Learning","Computer Science Engineering-AI, Machine Learning [CA]","Varun hobli,Mysore",Mysore,CA,0,0,0,60650,0,102103,56795,0,0,51250,0,0,48664,71419,0,48089,0,52169,132969,0,147061,104540,0,0,79609,0,0,60650,102103,56795,56795,51250,51250,48664,71419,48089,52169,132969,147061,104540,104540
